10001390153|11266-0	11301-3	16757-5	12621-1	10466-4	19111-3	19073-6	17829-1|9
10001390155|16526-3	13416-4	11564-6	15920-4	17811-6|4
10001390157|19337-5	13690-5	10717-5	10770-1	17790-2	17589-2	19664-4|3
10001390158|11735-5	15949-1	16635-5	11400-1	19073-6	17829-1	15023-6|3
10001390160|11735-5	18891-5	19768-6	19073-6	17993-2|9
10001390163|19215-5	11052-5	12036-5	19488-5	12504-5	12984-0	12983-2	19073-6	17829-1	17811-6|3
10001390214|10735-3	10803-5	10043-4	13687-1	13688-6	19073-6	19664-4|5
10001390215|13715-1	18679-3	15075-1	19073-6	19037-3	17829-1|9
10001390221|10276-2	11194-6	16639-4	17829-1|9
10001390225|18522-1	10170-4	19200-4	18547-6	10181-6	10060-4	10070-1	19073-6	14412-0	19037-3	17829-1|1
10001390227|10811-6	10112-4	11752-5	11703-4	19073-6|5
10001390230|10382-3	19198-0	10398-2	10398-2	19073-6|0
10001390232|18674-6	10140-6	12212-4	19071-3	13742-5	15860-3	19073-6	19037-3	17829-1|3
10001390236|12062-4	10822-1	10836-4	13051-4	17829-1	17568-3|0
10001390238|18847-1	11168-0	19073-6	17829-1	15714-0|5
10001390239|13687-1	18828-5	19533-5	18155-2	13688-6	10895-2	10831-0	19073-6	17829-1|4
10001390241|12285-5	19271-2	10035-3	10807-4	15072-0	19073-6	17829-1|5
10001390243|11163-3	16353-1	10089-1	15472-5	15458-6	19073-6|6
10001390244|18674-6	12285-5	12295-2	17829-1|4
10001390246|11504-3	15088-6	11447-3	19073-6	17919-0	15097-5|0
10001390247|19198-0	10382-3	10774-0	17829-1|6
10001390251|19271-2	12285-5	12212-4	19073-6	12285-5	19037-3	17829-1|7
10001390252|12062-4	12712-5	19253-4	18437-6	17829-1|2
10001390882|19547-1	19262-3	10253-0	19336-0	17983-5	17829-1|9
10001390887|10314-6	11728-2	16318-3	19404-2	10811-6	11268-3	17983-5|5
10001390896|19222-1	19226-0	10930-5	19254-2	10058-5	19073-6|1
10001391016|15908-1	11357-4	18884-2	11702-6	16532-1	17829-1|5
10001391033|12354-5	12376-2	10125-2	13715-1	19244-5	19073-6	17829-1	10008-6|4
10001391038|18107-6	17829-1|1
10001391044|12062-4	10068-2	10070-1	12712-5	19253-4	19073-6	19037-3	17829-1|3
10001391051|18739-4	19227-5	17374-2|5
10001391055|12105-5	12571-4	10460-2	11272-5	19073-6|6
10001391059|11328-4	11238-5	17829-1|6
10001391679|11235-4	11360-1	11390-6	10991-6	11182-6	19037-3	16826-5|4
10001391790|10276-2	15920-4	14735-4	11322-2	30107-6|3
10001391827|10382-3	19547-1	19222-1	11335-0	19226-0	19215-5	10102-0	10113-2	19073-6|5
10001391833|18181-1	19432-4	17983-5	17982-0	19130-6	19179-4|8
10001391836|17990-1	17790-2	17589-2	19664-4|8
10001391980|19210-1	16195-0	19858-5	19036-5	10112-4	17829-1|9
10001391985|13292-3	11157-5	19227-5	10207-0	19073-6	17829-1	16809-5|4
10001391987|18083-1	15928-2	15927-4	19044-6	17829-1|7
10001392000|11751-0	16028-5	10179-0	15057-3	19073-6	17829-1|2
10001392001|11328-4	11366-3	11224-2	19073-6	19037-3	17829-1|0
10001392002|10138-0	10194-4	19073-6	13322-6	19367-3	19037-3	17829-1|5
10001392004|11430-6	19758-2	12251-1	17829-1	16809-5|5
10001392006|13776-2	13706-2|0
10001392007|10338-6	11183-4	10006-3	11274-1	11282-2	19044-6	17829-1|1
10001392009|19428-2	26197-4	17589-2	16809-5|8
10001392019|18739-4	12057-4	19073-6	17829-1|2
10001392020|12212-4	16527-1	11702-6	19073-6|4
10001392023|13294-6	10013-6	15904-2	16028-5	19073-6	17829-1|1
10001392025|11506-6	15088-6	10488-1	17578-0	19664-4|5
10001392028|19071-3	19309-3	10605-2	10807-4	19044-6	17829-1	16809-5|2
10001392031|10823-6	10605-2	10615-6	10637-3	19073-6	17829-1	17990-1|2
10001392033|11219-2	10206-2	11327-6	15945-2	19073-6	16985-6|4
10001392035|11530-2	10113-2	18891-5	19073-6|3
10001393549|11728-2	15751-1	10179-0	16699-0	19073-6	17919-0|9
10001393551|10338-6	19524-6	19573-0	17568-3|9
10001393555|10343-6	10508-0	10492-3	19683-0|8
10001393559|19311-2	10209-3	19073-6	19037-3	19549-4	16972-1|0
10001393561|13713-5	12204-3	12285-5	18679-3	17745-0|7
10001393565|10659-0	19310-4	10565-2	17746-5|8
10001393567|10773-2	10659-0	13210-3	19073-6	16809-5|9
10001393568|10414-2	18325-3	10265-0	12697-3	16533-6	17743-4|9
10001393571|10725-6	10815-5	10135-6	17919-0|3
10001393574|11422-5	17790-2	19664-4|2
10001393576|13694-4	19227-5	11153-6	10207-0	19044-6	19028-4	16809-5|1
10001393579|11183-4	11182-6	11327-6	11722-0	19073-6	17184-0|6
10001393605|10338-6	10338-6	17919-0	16809-5	14299-5	10213-5|0
10001393607|10472-2	11931-5	10656-6	19073-6	10499-3	10492-3|1
10001393609|12913-2	10287-4	17923-2	17790-2|9
10001393613|11705-0	11735-5	11770-3	11688-2	19073-6|9
10001393616|19547-1	10382-3	19073-6|2
10001394275|18739-4	15938-6	19073-6	17829-1|6
10001394277|10169-3	13416-4	11322-2	17829-1	19637-0|4
10001394280|12438-6	11224-2	12376-2	10210-4	19073-6	18260-5	19037-3	17829-1|3
10001394282|10770-1	10508-0	10812-4	10816-3	19073-6	17570-2|0
10001394290|15946-0	15679-4	17829-1	30006-5|5
10001394292|19551-3	17829-1|1
10001394293|10979-3	16035-1	19540-1	12302-3	12105-5	10894-4	13322-6	19073-6	16809-5|5
10001394296|11728-2	10008-6	12275-1	19073-6	19037-3	17993-2|0
10001394297|12038-1	10190-5	19073-6	16815-3|2
10001394305|13570-1	12613-0	14433-6	19037-3	17829-1|3
10001394306|19337-5	10668-6	10717-5	10781-3	19073-6	16432-5	10734-5	17983-5|2
10001394308|10641-5	19355-3	17829-1	16809-5|0
10001394312|19267-0	18679-3	10135-6	15220-4	15272-6	19073-6|0
10001394327|12285-5	13712-0	18668-1	19073-6	15328-5	19037-3	10499-3|4
10001394329|18674-6	12281-6	12280-1	17829-1|8
10001394332|19752-0	19038-1	19073-6	16809-5|0
10001394336|19516-5	11327-6	11357-4	11373-6|7
10001394337|11219-2	19111-3	11191-5	10207-0	10460-2	10112-4	19073-6	17829-1|0
10001395283|19404-2	11642-5	11600-0	19037-3	17993-2	11704-2	16090-0	17983-5|5
10001395284|11579-0	11820-0	11663-4	19404-2	11600-0	11703-4	19073-6|8
10001395287|11222-6	10169-3	11407-1	11406-3	11600-0	11669-6	19404-2	11268-3	19073-6|1
10001396146|19317-4	10773-2	18224-2	17181-6	16826-5	18225-0|2
10001396161|11449-6	19037-3	19073-6|8
10001396164|11503-5	18695-5	17472-2|6
10001396166|19321-6	10725-6	10492-3	19664-4|0
10001396167|11506-6	19335-2	19073-6	17993-2|9
10001396170|10979-3	10991-6	12567-2	11540-6	11127-0|4
10001396237|19563-3	13398-1	11696-3	10276-2	11545-3	18156-0	19073-6|3
10001396400|10466-4	15656-2	11224-2	10414-2	19073-6|6
10001397406|11555-0	15904-2	15708-2	19042-3	17829-1|1
10001397783|10834-1	10605-2	10652-0	19337-5	19167-4|7
10001397786|19224-4	11970-2	19222-1	10202-3	10668-6	17829-1|9
10001398047|19502-2	16354-6	19073-6	17829-1|3
10001398578|10282-0	16527-1	11182-6	11070-3	17829-1|7
10001398580|11554-2	17829-1|8
10001398581|12275-1	12487-0	13283-4	10895-2	19524-6	17829-1|3
10001398583|10294-0	19523-1	12218-6	19073-6	17829-1|9
10001399558|12304-6	11302-1	19073-6	17829-1	16050-5	16314-4|0
10001399560|19259-6	13776-2	13746-4	17255-3	18012-3	17039-2	17161-5|1
10001399563|12285-5	12212-4	12427-4	17568-3|7
10001399565|11564-6	19774-4	19533-5	19073-6	17829-1|5
10001399577|11335-0	11342-3	11325-3	11191-5	19073-6	11335-0	19037-3	17829-1|1
10001399579|10382-3	19202-0	19198-0	10056-2	19073-6|4
10001399580|19337-5	10410-3	10787-5	10725-6	17790-2	17571-0	19664-4|5
10001399585|16545-6	10113-2	11224-2	11392-2	18879-2	19073-6	17829-1	11170-6|6
10001399594|11373-6	18874-5	12794-5	17829-1|4
10001399621|19570-6	10590-3	16192-6	19073-6|9
10001399626|18864-1	18821-5	12311-2	10011-3	19073-6	19037-3	10187-1	17829-1|3
10001399629|11735-5	19097-6	10172-0	19071-3	19317-4	19037-3	19073-6	16809-5|6
10001399634|12234-1	11628-6	19517-3	12249-2	17829-1|0
10001399638|19271-2	10276-2	10057-0	19274-3	15477-2	29704-5	19073-6|0
10001399642|10460-2	16757-5	12810-5	12770-5	18615-1	17829-1|0
10001399757|18785-4	18461-2	12285-5	19073-6	17829-1|6
10001399800|13703-1	10979-3	18012-3	17829-1|7
10001399801|10637-3	17983-5|0
10001399803|19222-1	19073-6	19037-3	17829-1|6
10001399804|11127-0	10265-0	19077-5	19078-3|3
10001399805|10382-3	10398-2	18150-5	10057-0	15057-3	19073-6|7
10001399806|11519-4	10978-5	11127-0	19077-5	19078-3|1
10001399807|10414-2	10327-4	10307-3	10460-2	15272-6	19073-6	16809-5|8
10001399808|15093-6	19241-4	15064-6	19073-6|4
10001400016|11704-2	11706-5	11554-2	11688-2	19073-6|2
10001400018|15920-4	11299-6	11284-5	11189-6	17829-1	15904-2|0
10001400020|12713-3	19044-6	11039-4	17829-1|2
10001400022|10673-6	10659-0	30089-3	17565-2|9
10001400023|19559-1	19384-3	19392-4	11400-1	19073-6	15709-0|9
10001400025|10285-1	19073-6	17829-1|1
10001400026|19271-2	10276-2	19073-6|9
10001400027|19516-5	19033-4	19073-6	15117-4	11355-1	11327-6	17829-1|0
10001400029|19335-2	10659-0	10508-0	19073-6	16809-5|4
10001400031|18382-5	19524-6	10566-0	16809-5|7
10001400035|11506-6	10773-2	11449-6	15396-2	19073-6	19037-3	17622-2|7
10001400048|10346-0	12065-5	12285-5	19222-1	11335-0	19073-6|2
10001400180|12105-5	11373-6	18869-5	15635-3	10928-6	17568-3	17829-1|9
10001400183|19274-3	11421-0	13746-4	17568-3|6
10001400186|11704-2	10276-2	18138-2	19073-6	19037-3	17568-3|0
10001400190|12019-5	11651-4	11663-4	11696-3	10201-5	19073-6	19037-3	17568-3|4
10001400193|18869-5	11373-6	12091-4	10460-2	18065-3	17829-1|7
10001400195|10206-2	11183-4	19073-6	13372-5	14007-2	11322-2	10169-3	19037-3	17829-1|3
10001400200|18072-6	11708-1	10112-4	19073-6	16809-5|7
10001400281|12713-3	18766-1	12069-4	19037-3	17602-1|6
10001400285|15396-2	19073-6	10255-3	11506-6	11448-1	17829-1|0
10001400286|11457-0	10382-3	19073-6|0
10001400289|13688-6	19321-6	12302-3	17568-3|0
10001400697|11728-2	19524-6	10265-0	11554-2	11704-2	10008-6	17829-1|5
10001400700|10397-4	19262-3	19547-1	19073-6	17983-5	16809-5|2
10001400704|11460-4	19335-2	10051-5	11613-5	13687-1	19073-6	16809-5	19664-4|0
10001400940|15925-1	10276-2	10040-3	19073-6	17829-1	19013-3|0
10001400944|11341-5	12594-6	17829-1|0
10001401528|15480-6	11302-1	12620-3	19573-0	19073-6|3
10001401586|19481-5	15738-0	14640-1	15742-2	20762-1	10070-1	10635-0	10112-4	16809-5|6
10001401744|10382-3	11490-2	10398-2	10397-4	11506-6	19073-6	17829-1	17568-3|0
10001402799|19704-4	16195-0	11735-5	16510-4	10150-3	19073-6	17829-1	17199-1|1
10001402805|16495-2	16340-3	11167-2	10975-4	19214-0	19073-6|3
10001402808|15643-4	10013-6	18955-5	10057-0	19758-2	19037-3	18012-3|3
10001403364|12016-4	18377-5	10490-0	17608-3	17750-0|8
10001403693|12038-1	12071-3	18001-1	26361-3	17829-1|2
10001403897|19100-1	12770-5	12904-3	17829-1|7
10001403899|10963-4	16051-3	18011-5	18160-2	15458-6	19073-6|1
10001404309|11335-0	19033-4	18150-5	19566-4	15082-4	19073-6	17829-1|3
10001404318|19231-0	19033-4	15072-0	10338-6	19784-1	17829-1|0
10001404647|11330-3	11327-6	19071-3	19112-1	10466-4	11224-2	10638-1	19336-0	11238-5	19037-3	18012-3|3
10001405426|10652-0	10605-2	15072-0	10139-5	19073-6	10499-3|6
10001406421|15970-3	11127-0	17565-2|8
10001407264|15225-1	19073-6	19037-3	11735-5	17811-6	19037-3	13715-1	17374-2	17829-1|0
10001407267|10139-5	19073-6	15411-4|0
10001407270|10466-4	11905-6	15437-0	19438-6	19073-6|3
10001407397|18666-5	11547-6	11696-3	11685-1	11039-4	19073-6	17829-1|0
10001407934|19337-5	12166-6	17990-1|6
10001409094|11753-3	11738-6	19073-6|6
10001409429|11735-5	11705-0	19073-6	17829-1|0
10001409641|11400-1	11379-1	18948-2	15918-5	19073-6	17829-1|9
10001409781|19336-0	19524-6	12697-3	11184-2	19037-3	18012-3	17255-3	17039-2|5
10001410100|18900-2	15924-3	14998-0	10013-6	10213-5	15742-2	16479-0	17829-1|9
10001410115|10811-6	12285-5	19321-6	19573-0	10508-0	16809-5|8
10001410119|10276-2	12057-4	16527-1	10282-0	19037-3	19073-6	17829-1|2
10001410121|10823-6	18001-1	11207-2	11322-2	11591-3|6
10001410122|11555-0	13415-6	15904-2	17829-1|7
10001410125|11182-6	19524-6	11235-4	11346-2	17993-2|1
10001410127|12212-4	19271-2	10293-2	19073-6|5
10001410128|13826-6	15889-0	13296-2	13723-2	19073-6	17829-1|8
10001410131|19496-6	11378-3	11375-2	19112-1	11322-2	19516-5	19073-6	17829-1|5
10001410134|11377-5	15932-4	16615-4	17829-1|9
10001410136|13292-3	11282-2	17829-1|6
10001410137|19355-3	11821-5	18001-1	12062-4	17571-0	17568-3	17829-1|5
10001410141|19326-3	19509-2	19480-0	16309-4	15458-6	19071-3	19073-6|9
10001410149|11347-0	11325-3	19033-4	16328-0	17829-1|1
10001410151|19213-2	16041-6	13420-6	19073-6|5
10001410155|15768-5	11551-1	15082-4	11821-5	10823-6	13421-4	19073-6	17829-1|2
10001410813|19244-5	18461-2	10008-6	19073-6|0
10001410814|13826-6	15889-0	13296-2	13723-2	19073-6	17829-1|6
10001410816|11328-4	11238-5	11275-6	19037-3	17993-2|8
10001410817|10062-0	16727-0	19073-6|9
10001410822|18775-0	18165-6	15768-5	19073-6|3
10001410823|10891-3	19215-5	19113-6	10912-0	12810-5	11186-5	19073-6|8
10001410825|13416-4	18025-1	18739-4	19513-4	19515-0	18012-3|9
10001410832|11275-6	11271-0	15708-2	11183-4	19073-6	19037-3	17829-1|2
10001410834|12592-3	13292-3	11184-2	19037-3	17829-1|5
10001410836|15773-5	15742-2	12224-4	19073-6	12996-0	12919-4	17829-1|2
10001410837|11335-0	10440-1	15839-1	19524-6	19073-6	17829-1|9
10001410874|16422-1	11057-2	15463-6	10194-4	11718-5	19073-6	16314-4|0
10001410879|19404-2	11572-0	18160-2	10626-1	15458-6	16552-2	13967-2	19073-6|4
10001410885|18013-1	18126-2	10836-4	10459-1	19037-3	18012-3|3
10001410961|19254-2	10434-3	19073-6|0
10001410968|12677-2	10198-3	10349-1	10338-6	19073-6	19037-3	12913-2	17829-1|1
10001410971|10213-5	12504-5	12700-5	10198-3	13715-1	19222-1	19073-6	12913-2	17829-1|4
10001410974|11327-6	10605-2	10637-3	11301-3	11282-2	19073-6	17374-2|4
10001410979|16527-1	12591-5	18105-3	17829-1|4
10001410986|11790-4	11853-6	17829-1	19640-4|9
10001410989|10671-3	12035-0	19073-6	19037-3	17829-1	18012-3	17568-3|5
10001410990|13416-4	16526-3	10151-1	19073-6	15467-5	19037-3	17829-1|0
10001410994|16527-1	13294-6	12057-4	10020-2	15621-0	19044-6	17829-1|1
10001410997|11189-6	19073-6	17829-1|1
10001411001|13372-5	18821-5	19073-6	17829-1|3
10001411315|10382-3	11572-0	10057-0	10293-2	13688-6	19073-6|1
10001411320|13776-2	10207-0	10904-6	15458-6	10135-6	10905-4	19073-6|3
10001411325|10414-2	10008-6	19254-2	10460-2	17829-1	14751-6|5
10001411331|10414-2	11414-4	10043-4	10011-3	19073-6	17829-1|2
10001411414|10020-2	10293-2	15480-6	12212-4	10382-3	11728-2	15448-2	19073-6	19664-4|3
10001411455|10089-1	15458-6	19073-6	15460-5|3
10001411465|19524-6	10833-3	18948-2	11735-5	10070-1	19073-6	10492-3|4
10001411470|12038-1	10904-6	10209-3	13246-3	17829-1|6
10001411532|13372-5	18821-5	12047-0	10192-1	17829-1|3
10001411533|11373-6	19516-5	19559-1	19073-6	17829-1|7
10001411534|13688-6	13715-1	12285-5	13283-4	10812-4	17571-0	17374-2	18012-3	17255-3	17829-1	19664-4|3
10001412212|12055-1	13828-2	19250-3	19073-6	17829-1|4
10001412213|10398-2	10398-2	19202-0	19198-0	19547-1	19073-6|9
10001412719|10382-3	10397-4	11457-0	10253-0	19547-1	19073-6	17829-1|6
10001413326|19629-6	12949-2	12945-3	11529-1	16809-5|0
10001413334|19181-3	17829-1	10991-6|2
10001413336|10928-6	10897-5	12304-6	13283-4	12205-1	18120-0	17829-1|9
10001413337|11490-2	10382-3	19073-6	17829-1|5
10001413338|10382-3	19231-0	10398-2	19073-6	17829-1	15117-4|9
10001414626|10774-0	19336-0	13746-4	10812-4	13723-2	17983-5|6
10001415049|12201-2	12175-5	19154-6	13283-4	17829-1|7
10001415050|19535-1	12285-5	17811-6|3
10001415059|13325-0	18958-6	15009-0	13324-2	19073-6	17829-1	16815-3|2
10001415109|10255-3	10051-5	19073-6	19037-3	17993-2|1
10001415112|18082-3	12619-2	19431-6	17829-1	18004-2|0
10001415115|13735-2	19538-2	10803-5	18733-2	19073-6	17829-1|5
10001415116|13441-5	12105-5	19044-6	17534-6	18224-2|9
10001415118|18076-5	19573-0	19073-6|4
10001415119|11052-5	11302-1	12594-6	11153-6	19037-3	19073-6	17829-1|9
10001415123|12209-0	11153-6	19533-5	11302-1	19073-6	19523-1	19037-3	17829-1	10008-6|0
10001415126|10779-4	10722-5	12170-1	18012-3	17829-1	17568-3|8
10001415127|19335-2	10673-6	19260-0	10771-6	19073-6	16809-5	17911-2|0
10001415131|10635-0	19314-3	19037-3	17983-5	16809-5|2
10001415135|18118-1	12212-4	10057-0	19033-4	15340-1	19073-6	19037-3	12285-5	17829-1|3
