14|2154538|14-142128|00|Walrus|Issued|2013-12-11T23:23:22+01:00|2014-12-31|Retail Dealer|Other|null|null|3408|CAMBIE ST|Vancouver|BC|CA|V5Z 2W8|Riley Park|0|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.114697431721, 49.2544365597982]}"
14|2154546|14-142136|00|A S Video Audio TV Services|Gone Out of Business|null|null|Retail Dealer|Electronics|null|null|8029|FRASER ST|Vancouver|BC|CA|V5X 3X5|Sunset|2|null|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.091453811904, 49.2123293981897]}"
14|2154548|14-142138|00|Main Tailors|Issued|2014-01-02T19:47:18+01:00|2014-12-31|Retail Dealer|Clothing/Shoes|null|null|3673|MAIN ST|Vancouver|BC|CA|V5V 3N6|Riley Park|1|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.101304962166, 49.2521100873873]}"
14|2154553|14-142143|00|CH Art Gallery|Issued|2013-11-11T21:16:43+01:00|2014-12-31|Retail Dealer|Other|null|null|null|null|Vancouver|BC|CA|null|Downtown|0|130|2019-07-21T22:49:12+02:00|null
14|2154554|14-142144|00|null|Issued|2013-12-31T21:34:46+01:00|2014-12-31|Retail Dealer|Gifts/Novelties|null|null|2811|W BROADWAY|Vancouver|BC|CA|V6K 2G6|Kitsilano|2|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.168702411505, 49.2643314108242]}"
14|2154556|14-142146|00|Antisocial|Issued|2014-04-03T22:17:10+02:00|2014-12-31|Retail Dealer|Sports & Leisure Equipment|null|null|2337|MAIN ST|Vancouver|BC|CA|V5T 3C9|Mount Pleasant|2|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.101414450466, 49.2641752183394]}"
14|2154558|14-142148|00|Loonie Plus Stores|Pending|null|null|Retail Dealer|Gifts/Novelties|null|null|2556|GRANVILLE ST|Vancouver|BC|CA|V6H 3G8|Fairview|3|null|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.138170520086, 49.2630616787522]}"
14|2154563|14-142153|00|Britton Diamonds|Issued|2013-11-15T00:17:08+01:00|2014-12-31|Retail Dealer|Other|300|Unit|736|GRANVILLE ST|Vancouver|BC|CA|V6Z 1G3|Downtown|3|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.118522373666, 49.2818433477786]}"
14|2154564|14-142154|00|Flip Flop Shops|Issued|2013-12-31T20:03:01+01:00|2014-12-31|Retail Dealer|Clothing/Shoes|null|null|1820|W 4TH AV|Vancouver|BC|CA|V6J 1M3|Kitsilano|3|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.146131333726, 49.2677630422075]}"
14|2154570|14-142160|00|Suki's|Issued|2013-12-31T00:53:33+01:00|2014-12-31|Retail Dealer|Other|206|Unit|1030|W GEORGIA ST|Vancouver|BC|CA|V6E 2Y3|West End|35|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.122008869142, 49.2845352944803]}"
14|2154574|14-142164|00|null|Issued|2013-12-16T19:06:39+01:00|2014-12-31|Retail Dealer|Other|null|null|3481|MAIN ST|Vancouver|BC|CA|V5V 3M9|Riley Park|4|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.101271418824, 49.2538295175788]}"
14|2154575|14-142165|00|Button Button|Issued|2013-11-27T22:32:48+01:00|2014-12-31|Retail Dealer|Clothing/Shoes|202|Unit|318|HOMER ST|Vancouver|BC|CA|V6B 2V2|Downtown|1|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.110029006403, 49.2837321709141]}"
14|2154576|14-142166|00|Paisley Paper Prints|Issued|2014-01-01T05:56:12+01:00|2014-12-31|Retail Dealer|Other|null|null|null|null|Vancouver|BC|CA|null|Sunset|1|130|2019-07-21T22:49:12+02:00|null
14|2154578|14-142168|00|New Silver Sea Fashion|Gone Out of Business|2013-12-04T06:47:06+01:00|2014-12-31|Retail Dealer|Clothing/Shoes|null|null|526|MAIN ST|Vancouver|BC|CA|V6A 2T9|Strathcona|2|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.099271169043, 49.2799512650774]}"
14|2154581|14-142171|00|null|Issued|2014-01-02T18:58:24+01:00|2014-12-31|Retail Dealer|Hardware/Garden Supplies|null|null|1205|NANAIMO ST|Vancouver|BC|CA|V5L 4T5|Grandview-Woodland|1|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.057044919372, 49.273702258934]}"
14|2154583|14-142173|00|Inukshuk Gallery|Issued|2013-11-29T01:20:18+01:00|2014-12-31|Retail Dealer|Art Gallery|101|Unit|1551|JOHNSTON ST|Vancouver|BC|CA|V6H 3R9|Fairview|5|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.134088548504, 49.2718365575468]}"
14|2154585|14-142175|00|Centre Point Postal Outlet|Issued|2013-12-30T05:23:41+01:00|2014-12-31|Retail Dealer|Books/Stationary|9|Unit|2949|MAIN ST|Vancouver|BC|CA|V5T 3G4|Mount Pleasant|2|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.102209491026, 49.2588451981995]}"
14|2154587|14-142177|00|Folkart Interiors|Issued|2014-02-06T23:15:08+01:00|2014-12-31|Retail Dealer|Antique Dealer|null|null|3720|W 10TH AV|Vancouver|BC|CA|V6R 2G4|West Point Grey|2|170|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.18648218676, 49.2631934617521]}"
14|2154591|14-142181|00|The Ballet Shop|Issued|2013-12-24T18:22:56+01:00|2014-12-31|Retail Dealer|Clothing/Shoes|null|null|2345|MAIN ST|Vancouver|BC|CA|V5T 3C9|Mount Pleasant|1|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.101352241632, 49.2638732409231]}"
14|2154593|14-142183|00|Forsya Boutique and Gallery|Gone Out of Business|null|null|Retail Dealer|Art Gallery|null|null|2206|MAIN ST|Vancouver|BC|CA|V5T 3C7|Mount Pleasant|0|null|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.100379955743, 49.2653369078127]}"
14|2154596|14-142186|00|null|Issued|2014-01-16T19:34:55+01:00|2014-12-31|Retail Dealer|Furnishings|16|Unit|555|W 12TH AV|Vancouver|BC|CA|V5Z 3X7|Fairview|000|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.116286093249, 49.2608633217122]}"
14|2154597|14-142187|00|Label Express|Issued|2013-12-26T08:17:55+01:00|2014-12-31|Retail Dealer|Other|22|Unit|555|W 12TH AV|Vancouver|BC|CA|V5Z 3X7|Fairview|2|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.116286093249, 49.2608633217122]}"
14|2154599|14-142189|00|Clap Your Hands Baby|Pending|null|null|Retail Dealer|Other|null|null|null|null|Vancouver|BC|CA|null|Fairview|000|null|2019-07-21T22:49:12+02:00|null
14|2154602|14-142192|00|Save More Plumbing & Lighting|Pending|null|null|Retail Dealer|Other|null|null|1790|KINGSWAY|Vancouver|BC|CA|V5N 2S6|Kensington-Cedar Cottage|000|null|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.068158639651, 49.2462575089645]}"
14|2154603|14-142193|00|Pixie Women's Clothing|Pending|null|null|Retail Dealer|Other|null|null|218|W BROADWAY|Vancouver|BC|CA|V5Y 1P6|Mount Pleasant|5|null|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.109923171761, 49.2628332496449]}"
14|2154604|14-142194|00|Gallery 7|Issued|2014-04-08T00:17:10+02:00|2014-12-31|Retail Dealer|Electronics|50|Unit|678|DUNSMUIR ST|Vancouver|BC|CA|V6B 1N3|Downtown|1|170|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.116554378883, 49.2831203169849]}"
14|2154613|14-142203|00|null|Issued|2013-12-24T18:48:52+01:00|2014-12-31|Retail Dealer|Books/Stationary|null|null|2714|KINGSWAY|Vancouver|BC|CA|V5R 5H5|Renfrew-Collingwood|4|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.049952356012, 49.2377712359548]}"
14|2154618|14-142208|00|Artista Gallery|Issued|2014-03-16T06:38:38+01:00|2014-12-31|Retail Dealer|Other|101|Unit|88|E PENDER ST|Vancouver|BC|CA|V6A 3X3|Downtown|2|170|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.102599225062, 49.2801644941638]}"
14|2154621|14-142211|00|Jason's Company|Issued|2014-07-18T18:33:37+02:00|2014-12-31|Retail Dealer|Other|100|Unit|149|E PENDER ST|Vancouver|BC|CA|V6A 1T6|Downtown|1|170|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.100650109695, 49.2806586224836]}"
14|2154625|14-142215|00|Green with Envy Floral & Textile Designs|Issued|2013-12-24T18:09:02+01:00|2014-12-31|Retail Dealer|Flowers|null|null|null|null|Vancouver|BC|CA|null|West Point Grey|0|130|2019-07-21T22:49:12+02:00|null
14|2154631|14-142221|00|null|Issued|2013-12-10T20:54:09+01:00|2014-12-31|Retail Dealer|Furnishings|null|null|2035|W 41ST AV|Vancouver|BC|CA|V6M 1Y7|Shaughnessy|4|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.153164568771, 49.2348015623625]}"
14|2154632|14-142222|00|Hamburger Disco Clothing|Gone Out of Business|null|null|Retail Dealer|Clothing/Shoes|null|null|null|null|Vancouver|BC|CA|null|Renfrew-Collingwood|0|null|2019-07-21T22:49:12+02:00|null
14|2154635|14-142225|00|Wagababa|Issued|2014-02-12T20:00:07+01:00|2014-12-31|Retail Dealer|Other|null|null|88|KEEFER PLACE|Vancouver|BC|CA|V6B 0C9|Downtown|1|170|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.107040209663, 49.2791604893447]}"
14|2154636|14-142226|00|Six Star|Issued|2014-01-14T21:46:03+01:00|2014-12-31|Retail Dealer|Clothing/Shoes|null|null|null|null|Vancouver|BC|CA|null|Victoria-Fraserview|2|130|2019-07-21T22:49:12+02:00|null
14|2154640|14-142230|00|Collage Collage|Issued|2013-11-12T17:59:10+01:00|2014-12-31|Retail Dealer|Books/Stationary|null|null|621|KINGSWAY|Vancouver|BC|CA|V5T 3K5|Mount Pleasant|3|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.090720606283, 49.2574680343775]}"
14|2154643|14-142233|00|Hardwood Cafe|Issued|2013-12-30T21:12:52+01:00|2014-12-31|Retail Dealer|Other|null|null|null|null|Vancouver|BC|CA|null|Kitsilano|4|130|2019-07-21T22:49:12+02:00|null
14|2154651|14-142241|00|null|Gone Out of Business|null|null|Retail Dealer|Electronics|101|Unit|236|E GEORGIA ST|Vancouver|BC|CA|V6A 1Z7|Strathcona|1|null|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.098540890453, 49.2782853618992]}"
14|2154657|14-142247|00|Andy Trott - Kerrisdale Menswear|Issued|2014-01-02T21:58:17+01:00|2014-12-31|Retail Dealer|Clothing/Shoes|null|null|2034|W 41ST AV|Vancouver|BC|CA|V6M 1Y8|Kerrisdale|1|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.153116082416, 49.2342295374826]}"
14|2154660|14-142250|00|BestBuy99|Issued|2013-11-26T00:32:40+01:00|2014-12-31|Retail Dealer|Other|null|null|1980|E 39TH AV|Vancouver|BC|CA|V5P 1H4|Kensington-Cedar Cottage|1|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.065890155791, 49.233998949755]}"
14|2154665|14-142255|00|null|Issued|2013-11-11T02:36:41+01:00|2014-12-31|Retail Dealer|Clothing/Shoes|null|null|894|GRANVILLE ST|Vancouver|BC|CA|V6Z 1K3|Downtown|9|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.121010921796, 49.280193481255]}"
14|2154670|14-142260|00|One Tooth|Issued|2014-02-12T00:59:48+01:00|2014-12-31|Retail Dealer|Clothing/Shoes|null|null|1218|ROBSON ST|Vancouver|BC|CA|V6E 1C1|West End|0|170|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.127571633726, 49.2859998449495]}"
14|2154674|14-142264|00|Joan's Gem's & Gifts|Issued|2013-12-20T23:58:42+01:00|2014-12-31|Retail Dealer|Gifts/Novelties|145|Unit|1150|STATION ST|Vancouver|BC|CA|V6A 4C7|Strathcona|1|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.097968780581, 49.2737669456772]}"
14|2154675|14-142265|00|Dave's Flowers|Issued|2013-11-22T06:10:48+01:00|2014-12-31|Retail Dealer|Flowers|null|null|5305|VICTORIA DRIVE|Vancouver|BC|CA|V5P 3V6|Kensington-Cedar Cottage|2|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.065839864637, 49.2364571101208]}"
14|2154676|14-142266|00|null|Pending|null|null|Retail Dealer|Other|null|null|null|null|Vancouver|BC|CA|null|Fairview|0|null|2019-07-21T22:49:12+02:00|null
14|2154681|14-142271|00|Spool of Thread|Issued|2014-01-06T23:10:07+01:00|2014-12-31|Retail Dealer|Other|101|Unit|649|E 15TH AV|Vancouver|BC|CA|V5T 2R6|Mount Pleasant|5|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.090090382663, 49.2573995432117]}"
14|2154683|14-142273|00|Aquaexotictrading|Gone Out of Business|null|null|Retail Dealer|Other|null|null|null|null|Vancouver|BC|CA|null|Kensington-Cedar Cottage|0|null|2019-07-21T22:49:12+02:00|null
14|2154684|14-142274|00|La Salita Gift Shop|Pending|null|null|Retail Dealer|Clothing/Shoes|null|null|4196|MAIN ST|Vancouver|BC|CA|V5V 3P7|Riley Park|2|null|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.100746404716, 49.2477160475194]}"
14|2154687|14-142277|00|The UPS Store #230|Issued|2014-01-02T17:58:36+01:00|2014-12-31|Retail Dealer|Other|null|null|4438|W 10TH AV|Vancouver|BC|CA|V6R 4R8|West Point Grey|1|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.207233265954, 49.2635171229144]}"
14|2154690|14-142280|00|The Art Way|Issued|2014-01-03T18:08:31+01:00|2014-12-31|Retail Dealer|Art Gallery|null|null|649|E 15TH AV|Vancouver|BC|CA|V5T 2R6|Mount Pleasant|2|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.090090382663, 49.2573995432117]}"
14|2154691|14-142281|00|Marketing The Dolly Lammy|Issued|2013-12-04T19:47:27+01:00|2014-12-31|Retail Dealer|Other|null|null|null|null|Vancouver|BC|CA|null|Sunset|0|130|2019-07-21T22:49:12+02:00|null
14|2154693|14-142283|00|null|Issued|2014-01-09T21:25:07+01:00|2014-12-31|Retail Dealer|Other|null|null|null|null|Vancouver|BC|CA|null|Riley Park|1|130|2019-07-21T22:49:12+02:00|null
14|2154694|14-142284|00|Interstate All Battery Center Vancouver|Issued|2013-12-24T19:52:07+01:00|2014-12-31|Retail Dealer|Other|null|null|2894|E BROADWAY|Vancouver|BC|CA|V5M 1Z1|Renfrew-Collingwood|3|130|2019-07-21T22:49:12+02:00|null
14|2154699|14-142289|00|null|Issued|2014-01-07T19:44:35+01:00|2014-12-31|Retail Dealer|Clothing/Shoes|null|null|595|W GEORGIA ST|Vancouver|BC|CA|V6B 1Z5|Downtown|0|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.116710488292, 49.2817766307885]}"
14|2154701|14-142291|00|null|Issued|2013-11-11T09:10:50+01:00|2014-12-31|Retail Dealer|Clothing/Shoes|null|null|3457|CAMBIE ST|Vancouver|BC|CA|V5Z 2W7|South Cambie|3|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.11564443608, 49.2545116074027]}"
14|2154702|14-142292|00|One Tooth|Issued|2014-02-07T20:32:41+01:00|2014-12-31|Retail Dealer|Other|null|null|707|W BROADWAY|Vancouver|BC|CA|V5Z 1J5|Fairview|2|170|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.120478478638, 49.263635136479]}"
14|2154712|14-142302|00|BC Ferries Vacation|Issued|2013-11-12T23:39:49+01:00|2014-12-31|Retail Dealer|Other|null|null|1010|CANADA PLACE|Vancouver|BC|CA|V6C 0B9|Downtown|15|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.116862690129, 49.2880285000936]}"
14|2154713|14-142303|00|null|Pending|null|null|Retail Dealer|Clothing/Shoes|null|null|null|null|Vancouver|BC|CA|null|Sunset|0|null|2019-07-21T22:49:12+02:00|null
14|2154714|14-142304|00|null|Issued|2014-01-04T18:48:49+01:00|2014-12-31|Retail Dealer|Other|null|null|null|null|Vancouver|BC|CA|null|Arbutus-Ridge|1|130|2019-07-21T22:49:12+02:00|null
14|2154721|14-142311|00|Captain's Hats|Pending|null|null|Retail Dealer|Clothing/Shoes|null|null|1810|MARITIME MEWS|Vancouver|BC|CA|V6H 3X2|Fairview|2|null|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.136472719863, 49.2708959540863]}"
14|2154722|14-142312|00|Hong Phuoc Phat Tam Duyen Buddish's Furniture Accessories Store|Issued|2013-11-20T20:14:46+01:00|2014-12-31|Retail Dealer|Furnishings|null|null|928|KINGSWAY|Vancouver|BC|CA|V5V 3C4|Kensington-Cedar Cottage|1|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.085082962269, 49.2540954559773]}"
14|2154723|14-142313|00|Super-Speed Copy Printing & Stationery Centre|Issued|2013-12-20T19:40:03+01:00|2014-12-31|Retail Dealer|Books/Stationary|A|Unit|661|MARKET HILL|Vancouver|BC|CA|V5Z 4B5|Fairview|1|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.119922191805, 49.2670663510306]}"
14|2154727|14-142317|00|Beatriz Boutique|Issued|2013-12-28T00:51:53+01:00|2014-12-31|Retail Dealer|Clothing/Shoes|null|null|188|E 41ST AV|Vancouver|BC|CA|V5W 1N7|Sunset|2|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.101899302736, 49.2327911917528]}"
14|2154730|14-142320|00|null|Gone Out of Business|null|null|Retail Dealer|Gifts/Novelties|null|null|2126|W 41ST AV|Vancouver|BC|CA|V6M 1Z1|Kerrisdale|000|null|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.156599920909, 49.2343102683399]}"
14|2154733|14-142323|00|Arline's Gifts 'n' Things|Issued|2013-12-17T18:50:39+01:00|2014-12-31|Retail Dealer|Gifts/Novelties|null|null|968|W KING EDWARD AV|Vancouver|BC|CA|V5Z 2E2|South Cambie|3|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.12547222923, 49.2486104869249]}"
14|2154734|14-142324|00|Computer Exchange|Issued|2013-11-20T03:16:36+01:00|2014-12-31|Retail Dealer|Electronics|2117|Unit|88|W PENDER ST|Vancouver|BC|CA|V6B 6N9|Downtown|3|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.106751856679, 49.280289660285]}"
14|2154735|14-142325|00|Granville Fine Art|Gone Out of Business|null|null|Retail Dealer|Art Gallery|null|null|2447|GRANVILLE ST|Vancouver|BC|CA|V6H 3G5|Fairview|2|null|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.138969787586, 49.2638982459797]}"
14|2154736|14-142326|00|Villa Beau Interiors|Issued|2014-01-12T02:22:41+01:00|2014-12-31|Retail Dealer|Furnishings|null|null|2415|GRANVILLE ST|Vancouver|BC|CA|V6H 3G5|Fairview|01|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.138931609733, 49.2643014570627]}"
14|2154737|14-142327|00|Vanart Gallery and Studio|Issued|2013-12-11T19:17:26+01:00|2014-12-31|Retail Dealer|Art Gallery|200|Unit|973|W BROADWAY|Vancouver|BC|CA|V5Z 1K3|Fairview|2|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.125687280142, 49.2636725307782]}"
14|2154738|14-142328|00|Pivot Star Designs|Gone Out of Business|null|null|Retail Dealer|Other|null|null|null|null|Vancouver|BC|CA|null|Mount Pleasant|2|null|2019-07-21T22:49:12+02:00|null
14|2154741|14-142331|00|Maai Living|Issued|2014-02-12T21:05:44+01:00|2014-12-31|Retail Dealer|Furnishings|null|null|157|W HASTINGS ST|Vancouver|BC|CA|V6B 1H4|Downtown|1|170|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.109156859482, 49.2826054258406]}"
14|2154742|14-142332|00|Cherry Blossoms Floral Design|Gone Out of Business|null|null|Retail Dealer|Flowers|null|null|null|null|Vancouver|BC|CA|null|Downtown|0|null|2019-07-21T22:49:12+02:00|null
14|2154743|14-142333|00|null|Issued|2014-01-08T23:15:49+01:00|2014-12-31|Retail Dealer|Other|1000|Unit|675|W HASTINGS ST|Vancouver|BC|CA|V6B 1N2|Downtown|12|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.113282421715, 49.2852887363625]}"
14|2154752|14-142342|00|null|Issued|2013-12-19T23:41:23+01:00|2014-12-31|Retail Dealer|Other|105|Unit|568|SEYMOUR ST|Vancouver|BC|CA|V6B 3J5|Downtown|5|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.114747390573, 49.2830734975865]}"
14|2154756|14-142346|00|null|Issued|2013-11-10T17:45:42+01:00|2014-12-31|Retail Dealer|Gifts/Novelties|null|null|4326|MAIN ST|Vancouver|BC|CA|V5V 3P9|Riley Park|2|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.100837897201, 49.2464391125612]}"
14|2154758|14-142348|00|null|Issued|2014-02-01T00:25:49+01:00|2014-12-31|Retail Dealer|Other|510|Unit|943|W BROADWAY|Vancouver|BC|CA|V5Z 4E1|Fairview|2|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.125126477568, 49.2636641442616]}"
14|2154759|14-142349|00|Blim|Issued|2013-12-18T08:51:09+01:00|2014-12-31|Retail Dealer|Art Gallery|null|null|115|E PENDER ST|Vancouver|BC|CA|V6A 1T6|Downtown|1|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.101703525212, 49.2807161597808]}"
14|2154761|14-142351|00|Pioneer Book Store|Issued|2013-12-24T20:06:59+01:00|2014-12-31|Retail Dealer|Books/Stationary|106|Unit|229|KEEFER ST|Vancouver|BC|CA|V6A 1X6|Strathcona|000|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.098589779021, 49.2797122348466]}"
14|2154763|14-142353|00|LCE Depot|Issued|2014-01-03T23:11:08+01:00|2014-12-31|Retail Dealer|Electronics|100|Unit|3399|KINGSWAY|Vancouver|BC|CA|V5R 5K6|Renfrew-Collingwood|0|130|2019-07-21T22:49:12+02:00|"{""type"": ""Point"", ""coordinates"": [-123.03251072296, 49.232760586136]}"
