217|5766|Mike|2009-07-19|1
218|5766|Giancarlo Caparo|2009-07-19|1
219|5766|Harri Paavola|2009-07-20|1
220|5766|Geoff|2009-07-20|1
221|5766|Guias Local|2009-07-20|1
222|5766|Chris Brown|2009-07-20|1
223|5766|geekevaluation|2009-07-20|1
224|5766|Christian Prada|2009-07-20|1
225|5766|Tollie Williams|2009-07-21|1
226|5766|boseheadphones|2009-07-27|1
227|5767|Payam Dastmalchi|2009-07-19|1
228|5767|Damian Martin|2009-07-19|1
229|5767|Paul Pajo|2009-07-19|1
230|5767|Nabeel Hyatt|2009-07-20|1
231|5767|zygna|2009-07-19|1
232|5767|mikae|2009-07-19|1
233|5767|zygna|2009-07-19|1
234|5767|Startupwizz|2009-07-19|1
235|5767|Dan S.|2009-07-19|1
236|5767|EH|2009-07-19|1
237|5767|Dhulipalla Prudhvi|2009-07-19|1
238|5767|Marco|2009-07-19|1
239|5767|Gebadia Smith|2009-07-19|1
240|5767|Mark|2009-07-19|1
241|5767|10things.me|2009-07-19|1
242|5767|Brian S.|2009-07-19|1
243|5767|Playfish User|2009-07-19|1
244|5767|10things.me|2009-07-19|1
245|5767|Al|2009-07-19|1
246|5767|Juan Carlos|2009-07-19|1
247|5767|Guias Local|2009-07-20|1
248|5767|10things.me|2009-07-19|1
249|5767|Ben|2009-07-19|1
250|5767|Jessica|2009-07-19|1
251|5767|Nitin Malhotra|2009-07-19|1
252|5767|Gary Sheynkman|2009-07-19|1
253|5767|Gerardo|2009-07-19|1
254|5767|Charles Zhang|2009-07-20|1
255|5767|maik|2009-07-20|1
256|5767|Alexis Bonte|2009-07-20|1
257|5767|Jo Smith|2009-07-20|1
258|5767|nothappy!!!|2009-07-22|1
259|5767|Simone|2009-07-24|1
260|5767|Carl Starrett|2009-07-31|1
261|5767|Thomas Baranowski|2009-08-05|1
262|5767|Karem|2009-08-07|1
263|5767|Darren Jeffery|2009-08-09|1
264|5767|Barry|2009-08-12|1
265|5767|Levi Miller|2009-09-05|1
266|5768|Jean Vence|2009-07-19|1
267|5768|Dan Grossman|2009-07-19|1
268|5768|Anand|2009-07-19|1
269|5768|Amit Bhawani|2009-07-19|1
270|5768|Robert|2009-07-19|1
271|5768|login log|2009-07-19|1
272|5768|Vanessa Fox|2009-07-19|1
273|5768|Mediaista|2009-07-20|1
274|5768|Saad Kamal|2009-07-20|1
275|5768|Andrew|2009-07-20|1
276|5768|dana|2009-07-19|1
277|5768|toomangie|2009-07-19|1
278|5768|Dan Blake|2009-07-19|1
279|5768|hackercroll|2009-07-19|1
280|5768|10things.me|2009-07-19|1
281|5768|Dan Grossman|2009-07-19|1
282|5768|Amit Bhawani|2009-07-19|1
283|5768|Todd|2009-07-19|1
284|5768|Vida|2009-07-19|1
285|5768|10things.me|2009-07-19|1
286|5768|Bob's URuncle|2009-07-20|1
287|5768|bigweirdguy|2009-07-20|1
288|5768|Stephanie Bergman|2009-07-19|1
289|5768|10things.me|2009-07-19|1
290|5768|10things.me|2009-07-19|1
291|5768|James|2009-07-19|1
292|5768|Rick Martin|2009-07-19|1
293|5768|Hmm|2009-07-19|1
294|5768|Brendan|2009-07-19|1
295|5768|wtf|2009-07-19|1
296|5768|me too|2009-07-20|1
297|5768|Dejavooooo|2009-07-19|1
298|5768|Robert N|2009-07-19|1
299|5768|Austin|2009-07-20|1
300|5768|Scott DeBray|2009-07-19|1
301|5768|Visual Things|2009-07-19|1
302|5768|doug wolfgram|2009-07-19|1
303|5768|10things.me|2009-07-19|1
304|5768|Adrián|2009-07-19|1
305|5768|Trevor Long|2009-07-19|1
306|5768|Sanjay Sharma|2009-07-19|1
307|5768|arkizzle|2009-12-28|1
308|5768|Eric D.|2010-03-10|1
309|5768|Eric D.|2010-03-10|1
310|5768|Loic Matthey|2009-07-19|1
311|5768|sw|2009-07-19|1
312|5768|Mark Townsend|2009-07-19|1
313|5768|jnx|2009-07-19|1
314|5768|simran|2009-07-19|1
315|5768|tFeeder|2009-07-19|1
316|5768|Bluebyte|2009-07-19|1
317|5768|Dan Morelle|2009-07-19|1
318|5768|10things|2009-07-19|1
319|5768|Nikolay Kolev|2009-07-19|1
320|5768|tFeeder - Top tecnology news|2009-07-19|1
321|5768|C|2009-07-19|1
322|5768|Adrian|2009-12-29|1
323|5768|Samuel Ryan|2009-07-19|1
324|5768|Ivailo|2009-07-19|1
325|5768|Nikolay Kolev|2009-07-19|1
326|5768|AbdulHakim Maina|2009-07-24|1
327|5768|James|2009-07-19|1
328|5768|bz|2009-07-19|1
329|5768|Nikolay Kolev|2009-07-19|1
330|5768|gjperera|2009-07-19|1
331|5768|GlobetrotterSA|2009-07-19|1
332|5768|gjperera|2009-07-19|1
333|5768|Sanjay Sharma|2009-07-19|1
334|5768|gjperera|2009-07-19|1
335|5768|Clancy|2009-07-19|1
336|5768|Jal|2009-07-19|1
337|5768|Jean-Michel Decombe|2009-07-19|1
338|5768|Karim Yaghmour|2009-07-19|1
339|5768|Jason Wagner|2009-07-19|1
340|5768|Sanjay Sharma|2009-07-19|1
341|5768|RalphF|2009-07-19|1
342|5768|Alx Klive|2009-07-19|1
343|5768|10things.me|2009-07-19|1
344|5768|techypulse|2009-07-19|1
345|5768|Ramanean|2009-07-19|1
346|5768|ServerMojo|2009-07-19|1
347|5768|RalphF|2009-07-19|1
348|5768|Ben|2009-07-19|1
349|5768|robin|2009-07-19|1
350|5768|Ivailo|2009-07-19|1
351|5768|Concerned user|2009-07-19|1
352|5768|Alan Wilensky|2009-07-19|1
353|5768|Mary|2009-07-20|1
354|5768|Sean|2009-07-19|1
355|5768|Concerned user|2009-07-19|1
356|5768|Michel Chaghouri|2009-07-19|1
357|5768|Bob Gourley|2009-07-19|1
358|5768|fb540582587|2009-07-19|1
359|5768|Josh|2009-07-20|1
360|5768|NZN|2009-07-19|1
361|5768|Stratos Provatopoulos|2009-07-19|1
362|5768|Vishal Gondal|2009-07-19|1
363|5768|DaveZatz|2009-07-19|1
364|5768|dupedb|2009-07-19|1
365|5768|Menthix|2009-07-19|1
366|5768|bmore|2009-07-19|1
367|5768|RalphF|2009-07-19|1
368|5768|Chris|2009-07-19|1
369|5768|Morten|2009-07-19|1
370|5768|Chris C|2009-07-19|1
371|5768|Mary|2009-07-20|1
372|5768|Vesi|2009-07-20|1
373|5768|EclipseGc|2009-07-28|1
374|5768|Andrew Artishchev|2009-07-19|1
375|5768|FidgitGidget|2009-07-19|1
376|5768|@chrisco|2009-07-19|1
377|5768|Craig Hughes|2009-07-19|1
378|5768|John Slockovick|2009-07-19|1
379|5768|John Slockovick|2009-07-19|1
380|5768|gman|2009-07-19|1
381|5768|RalphF|2009-07-19|1
382|5768|courtney benson|2009-07-19|1
383|5768|Andrew Peel|2009-07-19|1
384|5768|Steve|2009-07-20|1
385|5768|meatfish|2009-07-19|1
386|5768|flaubout|2009-07-19|1
387|5768|Josh Tabin|2009-07-19|1
388|5768|Kilika Robinson|2009-07-19|1
389|5768|Sanjay|2009-07-19|1
390|5768|Sanjay Sharma|2009-07-19|1
391|5768|Alberto|2009-07-19|1
392|5768|Stunti|2009-07-19|1
393|5768|Amit|2009-07-19|1
394|5768|Drew Olanoff|2009-07-19|1
395|5768|10things.me|2009-07-19|1
396|5768|tl|2009-07-19|1
397|5768|Bob Ress|2009-07-19|1
398|5768|Kev K Kevarino|2009-07-19|1
399|5768|Habib Ullah Khan|2009-07-19|1
400|5768|Kevin Urrutia|2009-07-19|1
401|5768|newssweb|2009-07-19|1
402|5768|rini gadjo|2009-07-19|1
403|5768|Alan Wilensky|2009-07-19|1
404|5768|Matthew Siegel|2009-07-19|1
405|5768|Alan Wilensky|2009-07-19|1
406|5768|Tekunik Web|2009-07-19|1
407|5768|ianubis|2009-07-19|1
408|5768|Zanes|2009-07-19|1
409|5768|Andrew Pass|2009-07-19|1
410|5768|Jen|2009-07-19|1
411|5768|Startup Booster Blog|2009-07-19|1
412|5768|Ajay|2009-07-19|1
413|5768|Austin Apartment Pro|2009-07-19|1
414|5768|A Maui Blog|2009-07-19|1
415|5768|alessandro|2009-07-19|1
416|5768|Marina Kamen|2009-07-19|1
417|5768|Peter|2009-07-19|1
418|5768|HardyHar|2009-07-19|1
419|5768|Walt Stone|2009-07-19|1
420|5768|steve dodd|2009-07-19|1
421|5768|Josh|2009-07-21|1
422|5768|tim|2009-07-19|1
423|5768|Vanessa Fox|2009-07-19|1
424|5768|Rohan Pinto|2009-07-19|1
425|5768|Grant|2009-07-19|1
426|5768|antje wilsch|2009-07-19|1
427|5768|Judy|2009-07-19|1
428|5768|Alan Carl Brown|2009-07-19|1
429|5768|Ajay|2009-07-19|1
430|5768|AAfter Search|2009-07-19|1
431|5768|Gurudatt Shenoy|2009-07-19|1
432|5768|Stan O.|2009-07-19|1
433|5768|Avatar X|2009-07-19|1
434|5768|Stan O.|2009-07-20|1
435|5768|Brian S.|2009-07-19|1
436|5768|Avatar X|2009-07-19|1
437|5768|Jim|2009-07-19|1
438|5768|brian|2009-07-19|1
439|5768|Joe Clark|2009-07-19|1
440|5768|gregwight|2009-07-21|1
441|659|Steve|2010-03-05|1
442|659|Peter Chang|2010-03-05|1
443|659|steve|2010-03-05|1
444|659|Chris|2010-03-05|1
445|659|Johnny Random|2010-03-05|1
446|659|irony|2010-03-06|1
447|659|David Finkelstein|2010-03-07|1
448|659|Robert|2010-03-07|1
449|5768|Webmaster Blog|2009-07-19|1
450|5768|Avatar X|2009-07-19|1
451|5768|Avatar X|2009-07-19|1
452|5768|Craig Baker|2009-07-19|1
453|5768|Rodney Joyce|2009-07-19|1
454|5768|Ross|2009-07-19|1
455|5768|Kawika|2009-07-19|1
456|5768|Dan Phan|2009-07-19|1
457|5768|David Evans|2009-07-19|1
458|5768|Nile|2009-07-19|1
459|5768|FidgitGidgit|2009-07-20|1
460|5768|ethico|2009-07-19|1
461|5768|Michelle|2009-07-19|1
462|5768|Roshan Joshi|2009-07-19|1
463|5768|Peter Cooper|2009-07-20|1
464|5768|Elliot|2009-07-21|1
465|5768|Alex Ion|2009-07-20|1
466|5768|john|2009-07-20|1
467|5768|Jennifer Korol|2009-07-20|1
468|5768|Arnaud|2009-07-20|1
469|5768|Fee|2009-07-20|1
470|5768|Josh|2009-07-20|1
471|5768|Vito Botta|2009-07-20|1
472|5768|Dave|2009-07-20|1
473|5768|S.K Sharma|2009-07-20|1
474|5768|Guias Local|2009-07-20|1
475|5768|Spiros|2009-07-20|1
476|5768|Stephan Beal|2009-07-20|1
477|5768|Justin|2009-07-20|1
478|5768|Shalltell Gray|2009-07-20|1
479|5768|GR|2009-07-20|1
480|5768|Neil Adam|2009-07-20|1
481|5768|Alan|2009-07-20|1
482|5768|Hong|2009-07-20|1
483|5768|Andrew|2009-07-20|1
484|5768|glurt|2009-07-20|1
485|5768|James|2009-07-20|1
486|5768|Gini T|2009-07-20|1
487|5768|elliot smith|2009-07-20|1
488|5768|elliot smith|2009-07-20|1
489|5768|imercury|2009-07-20|1
490|5768|Croll Eats Nuts|2009-07-20|1
491|5768|Arnold|2009-07-21|1
492|5768|zuoa|2009-07-21|1
493|5768|Buzzlair Voufincci|2009-07-21|1
494|5768|Josh|2009-07-21|1
495|5768|Someone|2009-07-22|1
496|5768|Loris|2009-07-23|1
497|5768|Bob|2009-07-24|1
498|5768|gelim|2009-07-25|1
499|5768|hacker|2009-07-25|1
500|5768|Brad Howarth|2009-07-28|1
501|5768|Phillip Stollery|2009-07-30|1
502|5768|Christopher|2009-08-05|1
503|5768|Jon Jackson|2009-08-12|1
504|5768|jobawareness|2009-08-14|1
505|5768|Ex0rsist Hex|2009-09-06|1
506|5768|gracila|2009-09-09|1
507|5768|Pat Ouellette|2009-09-24|1
508|5768|Stephen Ou|2009-12-18|1
509|5768|Suryanshu|2009-12-19|1
510|5768|Maave|2010-03-25|1
511|5769|Gebadia Smith|2009-07-19|1
512|5769|Damian Martin|2009-07-19|1
513|5769|Aviv Revach|2009-07-19|1
514|5769|greg|2009-07-19|1
515|5769|MG Siegler|2009-07-19|1
516|5769|st|2009-07-20|1
517|5769|Ori|2009-07-20|1
518|5769|john doe|2009-07-19|1
519|5769|eytan|2009-07-19|1
520|5769|hanabanabingbang|2009-07-19|1
521|5769|eytan|2009-07-19|1
522|5769|Jonathan|2009-07-19|1
523|5769|raj|2009-07-19|1
524|5769|Nick|2009-07-20|1
525|5769|EH|2009-07-19|1
526|5769|Tzach Hadar|2009-07-19|1
527|5769|AAfter Search|2009-07-19|1
528|5769|dolorous|2009-07-19|1
529|5769|EH|2009-07-19|1
530|5769|Ian McFarland|2009-07-20|1
531|5769|Dan Grossman|2009-07-19|1
532|5769|Darren|2009-07-19|1
533|5769|Andrew Hallock|2009-07-19|1
534|5769|Mark Thomson|2009-07-19|1
535|5769|Omer Perchik|2009-07-19|1
536|5769|David Turnbull|2009-07-19|1
537|5769|Dan Blake|2009-07-19|1
538|5769|Enrico Foschi|2009-07-19|1
539|5769|Ben|2009-07-19|1
540|5769|Louis-Eric|2009-07-19|1
541|5769|Stephen|2009-07-19|1
542|5769|Jim|2009-07-19|1
543|5769|Tzach Hadar|2009-07-19|1
544|5769|Bailey B|2009-07-19|1
545|5769|Stephen|2009-07-19|1
546|5769|Zacqary Adam Green|2009-07-19|1
547|5769|Aaron|2009-07-19|1
548|5769|ceejayoz|2009-07-20|1
549|5769|Palestine|2009-07-20|1
550|5769|@palestine|2009-07-21|1
551|5769|James|2009-07-19|1
552|5769|Ben|2009-07-19|1
553|5769|unknown|2009-07-19|1
554|5769|Misery|2009-07-19|1
555|5769|Matt|2009-07-19|1
556|5769|mostafa farghaly|2009-07-19|1
557|5769|Amit Avner|2009-07-19|1
558|5769|jonas324|2009-07-19|1
559|5769|dave|2009-07-19|1
560|5769|Poh Joon Yoong|2009-07-19|1
561|5769|Topper Harley|2009-07-19|1
562|5769|OMouse|2009-07-19|1
563|5769|steve|2009-07-20|1
564|5769|Matthew|2009-07-19|1
565|5769|Or Offer|2009-07-19|1
566|5769|Pilot|2009-07-19|1
567|5769|Scott C.|2009-07-19|1
568|5769|Chris|2009-07-19|1
569|5769|Chris|2009-07-19|1
570|5769|Chris|2009-07-19|1
571|5769|Zacqary Adam Green|2009-07-19|1
572|5769|Zacqary Adam Green|2009-07-19|1
573|5769|Jody Mitoma|2009-07-19|1
574|660|mg lover|2010-03-04|1
575|660|MG Siegler|2010-03-04|1
576|660|rohna|2010-03-04|1
577|660|udtekadapter|2010-03-04|1
578|660|Tim Haines|2010-03-04|1
579|660|Tornadoes28|2010-03-04|1
580|660|James B|2010-03-04|1
581|660|Tim|2010-03-04|1
582|660|Nathan J. Brauer|2010-03-04|1
583|660|reena|2010-03-04|1
584|660|Sean|2010-03-04|1
585|660|Suhasini|2010-03-04|1
586|660|Tornadoes28|2010-03-04|1
587|660|Haruspex|2010-03-04|1
588|660|Tornadoes28|2010-03-04|1
589|660|Amit Bhawani|2010-03-04|1
590|660|matt|2010-03-04|1
591|660|Aaron Michael Rowe|2010-03-04|1
592|660|nevrflw|2010-03-04|1
593|660|Loic|2010-03-04|1
594|660|Joe|2010-03-04|1
595|660|Sean|2010-03-04|1
596|660|Tim|2010-03-04|1
597|660|Tornadoes28|2010-03-04|1
598|660|nevrflw|2010-03-04|1
599|660|Manoj Kumar|2010-03-04|1
600|660|lawl|2010-03-04|1
601|660|Tornadoes28|2010-03-04|1
602|660|Wayne Lambright|2010-03-04|1
603|660|Wayne Lambright|2010-03-04|1
604|660|Will|2010-03-04|1
605|660|anon8mizer|2010-03-04|1
606|660|Haruspex|2010-03-04|1
607|660|Andy Brett|2010-03-04|1
608|660|Mauricio E.T.|2010-03-04|1
609|660|DangerMice|2010-03-04|1
610|660|Sency|2010-03-04|1
611|660|Smotch|2010-03-05|1
612|660|Haruspex|2010-03-05|1
613|660|venkat|2010-03-05|1
614|660|z|2010-03-05|1
615|660|Haruspex|2010-03-05|1
616|660|Andrew Mager|2010-03-05|1
617|660|Dara|2010-03-05|1
618|660|I Love Guitar|2010-03-05|1
619|5769|Kawika|2009-07-19|1
620|5769|Wil C. Fry|2009-07-19|1
621|5769|brendan biryla|2009-07-19|1
622|5769|Jim Hawthorne|2009-07-20|1
623|5769|Morgan|2009-07-19|1
624|5769|Misery|2009-07-19|1
625|5769|stu|2009-07-19|1
626|5769|stu|2009-07-19|1
627|5769|subcorpus|2009-07-19|1
628|5769|Jody Mitoma|2009-07-20|1
629|5769|Jody Mitoma|2009-07-20|1
630|5769|caching the web|2009-07-20|1
631|5769|Frank|2009-07-20|1
632|5769|Zvika Netter / Innovid CEO|2009-07-20|1
633|5769|JonoP|2009-07-21|1
634|5769|J. Bittner|2009-07-22|1
635|5769|J. Bittner|2009-07-22|1
636|5769|boseheadphones|2009-07-27|1
637|5769|Stephen Donner|2010-01-26|1
638|5769|Stephen Donner|2010-03-05|1
639|5770|dupedb|2009-07-18|1
640|5770|Brandon|2009-07-18|1
641|5770|Paul|2009-07-18|1
642|5770|T-Mobiler|2009-07-18|1
643|5770|Jason Leong|2009-07-19|1
644|5770|Joyson|2009-07-18|1
645|5770|abc|2009-07-18|1
646|5770|James PocketSmith|2009-07-18|1
647|5770|Paul|2009-07-18|1
648|5770|James Wigglesworth|2009-07-18|1
649|5770|Charles Zhang|2009-07-18|1
650|5770|Amol|2009-07-18|1
651|5770|Tim de Jardine|2009-07-18|1
652|5770|Jason Leong|2009-07-18|1
653|5770|wisdom teeth removal|2009-07-18|1
654|5770|James Wigglesworth|2009-07-18|1
655|5770|John Marino|2009-07-18|1
656|5770|Amit Bhawani|2009-07-18|1
657|5770|James Wigglesworth|2009-07-18|1
658|5770|I Love PocketSmith|2009-07-18|1
659|5770|Sumeet Vaid|2009-07-19|1
660|5770|Jason Leong|2009-07-19|1
661|5770|dasein|2009-07-19|1
662|5770|dasein|2009-07-19|1
663|5770|Jason Leong|2009-07-19|1
664|5770|Joe|2009-07-19|1
665|5770|Robin|2009-07-19|1
666|5770|eCommerceHenry|2009-07-19|1
667|5770|Jason Leong|2009-07-19|1
668|5770|Mooey|2009-07-19|1
669|5770|Julian Cox|2009-07-19|1
670|5770|Kawika|2009-07-19|1
671|5770|Basyarah|2009-07-20|1
672|5770|Doug|2009-07-20|1
673|5770|James Wigglesworth|2009-07-20|1
674|5771|Michael Admiral|2010-04-02|1
675|5771|Gebadia Smith|2009-07-18|1
676|5771|Jeremiah|2009-07-18|1
677|5771|Trymor|2010-04-02|1
678|5771|courtney benson|2009-07-18|1
679|5771|Bill Cox|2009-07-20|1
680|5771|st|2009-07-21|1
681|5771|Tony|2009-07-18|1
682|5771|Brandon|2009-07-18|1
683|5771|Michael Admiral|2009-07-18|1
684|5771|HardyHar|2009-07-18|1
685|5771|sean percival|2009-07-18|1
686|5771|Jyoseph|2009-07-18|1
687|5771|Robert Scoble|2009-07-18|1
688|5771|Anthony|2009-07-18|1
689|5771|Joel Strellner|2009-07-18|1
690|5771|Nikolay Kolev|2009-07-18|1
691|5771|Roy|2009-07-18|1
692|5771|some dummy|2009-07-18|1
693|5771|sunil|2009-07-18|1
694|5771|Dan Dykens|2009-07-18|1
695|5771|Jimmy|2009-07-18|1
696|5771|VoodooBettie|2009-07-18|1
