4/14/2017|Mortgage|Other mortgage|Loan modification,collection,foreclosure|null|Shellpoint Partners, LLC|CA|90305|null|N/A|Referral|4/14/2017|Closed with explanation|Yes|No|2436165
3/30/2012|Student loan|Non-federal student loan|Repaying your loan|null|Student Loan Finance Corporation|MN|55428|null|N/A|Web|7/12/2012|Closed with explanation|Yes|No|42864
2/3/2016|Debt collection|Other (i.e. phone, health club, etc.)|Disclosure verification of debt|Not given enough info to verify debt|The CBE Group, Inc.|TX|752XX|null|Consent provided|Web|2/3/2016|Closed with explanation|Yes|Yes|1772196
1/7/2015|Credit reporting|null|Incorrect information on credit report|Account status|Experian Information Solutions Inc.|NV|89169|null|N/A|Referral|1/23/2015|Closed with explanation|Yes|Yes|1184859
3/15/2013|Credit card|null|Closing/Cancelling account|null|FIRST NATIONAL BANK OF OMAHA|NY|11732|null|N/A|Referral|3/18/2013|Closed with explanation|Yes|No|357186
7/18/2016|Credit reporting|null|Incorrect information on credit report|Account status|EQUIFAX, INC.|FL|33629|null|N/A|Fax|7/19/2016|Closed with explanation|Yes|No|2017178
2/17/2016|Debt collection|Credit card|Improper contact or sharing of info|Talked to a third party about my debt|SQUARETWO FINANCIAL CORPORATION|NE|693XX|null|Consent provided|Web|3/4/2016|Closed with explanation|Yes|Yes|1790634
11/7/2014|Mortgage|Conventional fixed mortgage|Loan modification,collection,foreclosure|null|U.S. BANCORP|MT|59801|null|N/A|Web|11/7/2014|Closed with explanation|Yes|No|1107428
4/17/2015|Mortgage|FHA mortgage|Application, originator, mortgage broker|null|WELLS FARGO & COMPANY|ME|4032|null|Consent not provided|Web|4/17/2015|Closed with explanation|Yes|No|1334421
3/9/2016|Credit reporting|null|Incorrect information on credit report|Information is not mine|Experian Information Solutions Inc.|CA|92703|null|N/A|Phone|3/9/2016|Closed with explanation|Yes|No|1823789
2/4/2015|Debt collection|Mortgage|Cont'd attempts collect debt not owed|Debt was paid|PHH Mortgage Services Corporation|CA|92021|null|N/A|Web|2/10/2015|Closed with explanation|Yes|Yes|1224106
3/17/2017|Bank account or service|Checking account|Making/receiving payments, sending money|null|UNITED SERVICES AUTOMOBILE ASSOCIATION|WI|54005|null|N/A|Referral|3/20/2017|Closed with explanation|Yes|No|2393048
3/8/2012|Mortgage|Other mortgage|Loan servicing, payments, escrow account|null|Ditech Financial LLC|CA|95361|null|N/A|Web|3/23/2012|Closed without relief|Yes|No|32412
3/27/2013|Mortgage|Conventional fixed mortgage|Loan servicing, payments, escrow account|null|NATIONSTAR MORTGAGE|WA|98203|null|N/A|Web|3/27/2013|Closed with explanation|Yes|No|366548
2/25/2014|Debt collection|Other (i.e. phone, health club, etc.)|Cont'd attempts collect debt not owed|Debt is not mine|Navient Solutions, LLC.|RI|2906|null|N/A|Web|2/24/2014|Closed with explanation|Yes|Yes|730165
11/18/2016|Mortgage|Conventional fixed mortgage|Settlement process and costs|null|AMERICAN NEIGHBORHOOD MORTGAGE|NJ|088XX|null|Consent provided|Web|11/21/2016|Closed with monetary relief|No|No|2216206
7/16/2015|Mortgage|Conventional fixed mortgage|Application, originator, mortgage broker|null|HSBC NORTH AMERICA HOLDINGS INC.|IL|625XX|null|Consent provided|Web|7/16/2015|Closed with explanation|Yes|No|1472017
11/3/2015|Debt collection|Medical|Disclosure verification of debt|Right to dispute notice not received|Revenue Recovery Corporation|FL|34105|null|N/A|Postal mail|11/4/2015|Closed with explanation|Yes|No|1637385
8/9/2016|Credit reporting|null|Credit reporting company's investigation|Problem with statement of dispute|EQUIFAX, INC.|MS|390XX|null|Consent provided|Web|8/9/2016|Closed with explanation|Yes|Yes|2051099
4/27/2016|Mortgage|Conventional fixed mortgage|Loan servicing, payments, escrow account|null|NATIONSTAR MORTGAGE|CA|954XX|null|Consent provided|Web|4/27/2016|Closed with explanation|Yes|Yes|1898476
9/17/2014|Credit card|null|Delinquent account|null|WELLS FARGO & COMPANY|OH|43062|Servicemember|N/A|Web|9/17/2014|Closed with explanation|Yes|No|1033355
10/11/2016|Mortgage|VA mortgage|Loan servicing, payments, escrow account|null|FREEDOM MORTGAGE COMPANY|GA|31201|null|N/A|Postal mail|10/13/2016|Closed with explanation|Yes|No|2155899
6/24/2015|Bank account or service|Other bank product/service|Account opening, closing, or management|null|ALLY FINANCIAL INC.|CA|95205|null|N/A|Referral|6/25/2015|Closed with explanation|Yes|No|1436293
3/31/2017|Mortgage|Conventional adjustable mortgage (ARM)|Loan modification,collection,foreclosure|null|MUFG UNION BANK, NATIONAL ASSOCIATION|CA|92026|null|Consent not provided|Web|3/31/2017|Closed with explanation|Yes|No|2411860
9/19/2013|Mortgage|FHA mortgage|Loan servicing, payments, escrow account|null|OCWEN LOAN SERVICING LLC|TX|75904|Servicemember|N/A|Web|9/19/2013|Closed with explanation|Yes|Yes|533820
3/23/2016|Credit reporting|null|Incorrect information on credit report|Account status|EQUIFAX, INC.|MD|21224|Older American|N/A|Referral|4/18/2016|Closed with explanation|Yes|No|1846988
2/28/2017|Credit card|null|Other fee|null|BARCLAYS BANK DELAWARE|MA|027XX|null|Consent provided|Web|2/28/2017|Closed with explanation|Yes|Yes|2364257
7/11/2014|Credit reporting|null|Incorrect information on credit report|Information is not mine|EQUIFAX, INC.|SC|29673|null|N/A|Web|7/11/2014|Closed with explanation|Yes|Yes|934381
6/19/2012|Student loan|Non-federal student loan|Repaying your loan|null|Navient Solutions, LLC.|CO|80214|null|N/A|Web|6/21/2012|Closed with monetary relief|Yes|No|104285
9/2/2016|Credit card|null|Late fee|null|JPMORGAN CHASE & CO.|NE|69341|Servicemember|Consent not provided|Web|9/2/2016|Closed with explanation|Yes|No|2092228
6/5/2013|Mortgage|Conventional fixed mortgage|Loan servicing, payments, escrow account|null|WELLS FARGO & COMPANY|CO|80503|null|N/A|Web|6/6/2013|Closed with explanation|Yes|Yes|425606
5/8/2012|Bank account or service|Checking account|Account opening, closing, or management|null|WELLS FARGO & COMPANY|SD|57103|null|N/A|Web|5/10/2012|Closed without relief|Yes|No|73144
7/25/2014|Mortgage|Conventional adjustable mortgage (ARM)|Loan modification,collection,foreclosure|null|BANK OF AMERICA, NATIONAL ASSOCIATION|MI|49441|null|N/A|Web|7/25/2014|Closed with explanation|Yes|No|953726
2/18/2017|Credit card|null|Credit line increase/decrease|null|CITIBANK, N.A.|IL|606XX|null|Consent provided|Web|2/18/2017|Closed with explanation|Yes|No|2349987
10/10/2014|Mortgage|Conventional adjustable mortgage (ARM)|Loan modification,collection,foreclosure|null|JPMORGAN CHASE & CO.|MI|48154|null|N/A|Web|10/10/2014|Closed with explanation|Yes|Yes|1067722
12/28/2016|Mortgage|Conventional fixed mortgage|Loan servicing, payments, escrow account|null|Seterus, Inc.|CA|94539|null|Consent not provided|Web|12/28/2016|Closed with explanation|Yes|No|2264069
4/21/2017|Mortgage|Conventional fixed mortgage|Loan servicing, payments, escrow account|null|OCWEN LOAN SERVICING LLC|ME|4901|null|Consent not provided|Web|4/21/2017|Closed with explanation|Yes|No|2446404
11/8/2016|Credit card|null|Identity theft / Fraud / Embezzlement|null|SYNCHRONY FINANCIAL|OH|43953|null|Consent not provided|Web|11/8/2016|Closed with non-monetary relief|Yes|No|2199687
3/4/2013|Bank account or service|Checking account|Deposits and withdrawals|null|WELLS FARGO & COMPANY|MN|55448|null|N/A|Referral|3/5/2013|Closed with explanation|Yes|No|339038
7/16/2015|Debt collection|Credit card|Taking/threatening an illegal action|Sued w/o proper notification of suit|Selip & Stylianou, LLP|NY|109XX|null|Consent provided|Web|7/22/2015|Closed with explanation|Yes|No|1471125
4/4/2014|Bank account or service|Checking account|Making/receiving payments, sending money|null|WHITNEY BANK - NEW ORLEANS MAIN BRANCH|LA|70003|null|N/A|Referral|4/8/2014|Closed with explanation|Yes|Yes|794050
3/14/2016|Debt collection|Medical|Communication tactics|Frequent or repeated calls|HOVG, LLC|OR|97217|null|N/A|Referral|3/17/2016|Closed with explanation|Yes|Yes|1831871
11/15/2012|Mortgage|Other mortgage|Loan modification,collection,foreclosure|null|CITIBANK, N.A.|CA|94580|null|N/A|Referral|11/19/2012|Closed with explanation|Yes|No|192496
6/16/2016|Mortgage|Conventional fixed mortgage|Loan servicing, payments, escrow account|null|WELLS FARGO & COMPANY|IA|50220|null|Consent not provided|Web|6/16/2016|Closed with explanation|Yes|No|1970545
1/17/2015|Debt collection|Other (i.e. phone, health club, etc.)|False statements or representation|Attempted to collect wrong amount|CAINE & WEINER COMPANY, INC.|TX|75070|null|N/A|Web|1/17/2015|Closed with explanation|Yes|No|1198024
4/23/2013|Mortgage|Conventional fixed mortgage|Loan servicing, payments, escrow account|null|BANK OF AMERICA, NATIONAL ASSOCIATION|GA|30047|null|N/A|Web|4/25/2013|Closed with explanation|Yes|No|389461
9/23/2015|Credit reporting|null|Incorrect information on credit report|Information is not mine|EQUIFAX, INC.|TX|79778|null|Consent not provided|Web|9/23/2015|Closed with explanation|Yes|No|1576186
10/14/2016|Mortgage|Other mortgage|Loan modification,collection,foreclosure|null|WELLS FARGO & COMPANY|TX|75751|null|N/A|Referral|10/19/2016|Closed with explanation|Yes|Yes|2161728
11/28/2014|Credit card|null|Closing/Cancelling account|null|CITIBANK, N.A.|MS|38652|null|N/A|Postal mail|12/4/2014|Closed with explanation|Yes|No|1135236
3/21/2016|Bank account or service|Checking account|Problems caused by my funds being low|null|BANK OF AMERICA, NATIONAL ASSOCIATION|NJ|7604|null|Consent not provided|Web|3/21/2016|Closed with monetary relief|Yes|Yes|1841482
4/6/2017|Credit card|null|Other fee|null|BARCLAYS BANK DELAWARE|VA|22315|Servicemember|Consent not provided|Web|4/6/2017|Closed with explanation|Yes|No|2423410
4/11/2016|Credit reporting|null|Incorrect information on credit report|Information is not mine|Fidelity National Information Services, Inc. (FNIS)|NJ|070XX|null|Consent provided|Web|4/11/2016|Closed with explanation|Yes|No|1874755
8/13/2015|Mortgage|Conventional fixed mortgage|Loan modification,collection,foreclosure|null|Specialized Loan Servicing LLC|CA|92101|null|Other|Web|8/14/2015|Closed with explanation|Yes|No|1516722
4/24/2013|Bank account or service|Checking account|Deposits and withdrawals|null|JPMORGAN CHASE & CO.|NY|11701|null|N/A|Web|4/25/2013|Closed with explanation|Yes|No|390390
2/3/2017|Credit reporting|null|Incorrect information on credit report|Account status|Experian Information Solutions Inc.|NY|116XX|Older American, Servicemember|Consent provided|Web|2/3/2017|Closed with non-monetary relief|Yes|No|2327502
7/28/2014|Mortgage|Other mortgage|Loan modification,collection,foreclosure|null|SELECT PORTFOLIO SERVICING, INC.|SC|29063|null|N/A|Fax|8/1/2014|Closed with explanation|Yes|Yes|957559
11/14/2013|Consumer Loan|Vehicle loan|Managing the loan or lease|null|JPMORGAN CHASE & CO.|RI|2840|null|N/A|Web|11/18/2013|Closed with monetary relief|Yes|No|598206
5/2/2016|Student loan|Federal student loan servicing|Dealing with my lender or servicer|Don't agree with fees charged|AES/PHEAA|GA|30518|Servicemember|Consent not provided|Web|5/2/2016|Closed with non-monetary relief|Yes|No|1904547
1/4/2013|Credit card|null|Billing disputes|null|CITIBANK, N.A.|IN|47586|null|N/A|Referral|1/7/2013|Closed with explanation|Yes|No|223071
6/30/2016|Mortgage|Conventional fixed mortgage|Credit decision / Underwriting|null|VANDERBILT MORTGAGE & FINANCE, INC|GA|300XX|Older American|Consent provided|Web|7/1/2016|Closed with explanation|Yes|No|1992309
7/8/2014|Mortgage|Conventional adjustable mortgage (ARM)|Loan servicing, payments, escrow account|null|Ditech Financial LLC|MD|20883|null|N/A|Web|7/8/2014|Closed with explanation|Yes|No|927254
8/10/2013|Mortgage|Conventional adjustable mortgage (ARM)|Loan modification,collection,foreclosure|null|CAPITAL ONE FINANCIAL CORPORATION|CA|96701|null|N/A|Web|8/13/2013|Closed with explanation|Yes|No|486251
3/4/2014|Mortgage|Other mortgage|Loan servicing, payments, escrow account|null|OCWEN LOAN SERVICING LLC|NJ|7724|Older American|N/A|Web|3/4/2014|Closed with explanation|Yes|No|743072
4/6/2016|Bank account or service|Other bank product/service|Account opening, closing, or management|null|BANK OF AMERICA, NATIONAL ASSOCIATION|LA|70129|null|Consent not provided|Web|4/6/2016|Closed with explanation|Yes|Yes|1866334
7/14/2016|Debt collection|Mortgage|Disclosure verification of debt|Not given enough info to verify debt|SELECT PORTFOLIO SERVICING, INC.|MA|2468|null|N/A|Postal mail|7/15/2016|Closed with explanation|Yes|No|2012532
4/1/2014|Mortgage|Other mortgage|Loan modification,collection,foreclosure|null|SUNTRUST BANKS, INC.|GA|30067|Older American|N/A|Referral|4/4/2014|Closed with explanation|Yes|No|788851
9/4/2016|Debt collection|Other (i.e. phone, health club, etc.)|Communication tactics|Called after sent written cease of comm|Alorica Inc.|IN|468XX|null|Other|Web|9/6/2016|Closed with explanation|Yes|Yes|2095531
12/2/2014|Mortgage|FHA mortgage|Loan modification,collection,foreclosure|null|U.S. BANCORP|NC|28401|null|N/A|Web|12/2/2014|Closed with explanation|Yes|No|1138195
2/18/2016|Debt collection|Other (i.e. phone, health club, etc.)|Cont'd attempts collect debt not owed|Debt is not mine|Pinnacle Credit Services, LLC|NY|11103|null|Consent not provided|Web|2/22/2016|Closed with explanation|Yes|Yes|1790661
11/18/2013|Mortgage|Other mortgage|Loan modification,collection,foreclosure|null|JPMORGAN CHASE & CO.|TN|37075|null|N/A|Postal mail|11/19/2013|Closed with explanation|Yes|No|602465
2/11/2017|Credit reporting|null|Incorrect information on credit report|Information is not mine|EARLY WARNING SERVICES, LLC|CA|900XX|null|Consent provided|Web|2/15/2017|Closed with explanation|Yes|Yes|2340027
1/29/2012|Mortgage|Other mortgage|Application, originator, mortgage broker|null|QUICKEN LOANS, INC.|CA|92201|null|N/A|Web|2/28/2012|Closed with relief|Yes|Yes|18253
4/26/2016|Mortgage|Other mortgage|Loan modification,collection,foreclosure|null|SUNTRUST BANKS, INC.|NC|28428|null|N/A|Referral|4/28/2016|Closed with explanation|Yes|No|1896727
7/22/2015|Credit reporting|null|Improper use of my credit report|Report improperly shared by CRC|Experian Information Solutions Inc.|SC|296XX|null|Consent provided|Web|7/22/2015|Closed with non-monetary relief|Yes|No|1480692
4/19/2017|Mortgage|Conventional fixed mortgage|Loan servicing, payments, escrow account|null|TD BANK US HOLDING COMPANY|VT|5488|Older American, Servicemember|Other|Web|4/19/2017|Closed with explanation|Yes|No|2440350
7/20/2015|Mortgage|FHA mortgage|Loan servicing, payments, escrow account|null|U.S. BANCORP|TN|370XX|null|Consent provided|Web|7/20/2015|Closed with explanation|Yes|No|1474887
4/16/2017|Debt collection|Auto|False statements or representation|Attempted to collect wrong amount|American Credit Acceptance, LLC|TX|76210|null|Consent not provided|Web|4/16/2017|Closed with explanation|Yes|No|2437313
3/17/2017|Debt collection|Credit card|Disclosure verification of debt|Not given enough info to verify debt|CITIBANK, N.A.|LA|71292|null|Consent not provided|Web|3/18/2017|Closed with non-monetary relief|Yes|No|2389782
4/18/2017|Student loan|Non-federal student loan|Can't repay my loan|Can't decrease my monthly payments|JPMORGAN CHASE & CO.|MD|20772|null|N/A|Referral|4/19/2017|Closed with explanation|Yes|No|2439594
5/12/2013|Credit reporting|null|Incorrect information on credit report|Account terms|EQUIFAX, INC.|GA|39817|null|N/A|Web|5/14/2013|Closed with non-monetary relief|Yes|No|404246
4/5/2017|Other financial service|Credit repair|Fraud or scam|null|Park View Credit|MI|488XX|Servicemember|Consent provided|Web|4/5/2017|Closed with explanation|Yes|No|2417763
12/15/2014|Mortgage|Conventional fixed mortgage|Settlement process and costs|null|OCWEN LOAN SERVICING LLC|NY|11216|null|N/A|Web|12/15/2014|Closed with explanation|Yes|Yes|1156178
6/8/2015|Prepaid card|General purpose card|Fraud or scam|null|PAYPAL HOLDINGS INC.|AL|36853|null|Consent not provided|Web|6/11/2015|Closed with non-monetary relief|Yes|No|1410684
7/12/2013|Credit reporting|null|Unable to get credit report/credit score|Problem getting my free annual report|Experian Information Solutions Inc.|FL|32174|Older American|N/A|Web|7/12/2013|Closed with non-monetary relief|Yes|Yes|456041
3/4/2017|Debt collection|Credit card|Disclosure verification of debt|Not given enough info to verify debt|ONEMAIN FINANCIAL HOLDINGS, LLC.|NC|27597|null|Consent not provided|Web|3/4/2017|Closed with explanation|Yes|No|2371691
6/28/2016|Mortgage|FHA mortgage|Loan modification,collection,foreclosure|null|BANK OF AMERICA, NATIONAL ASSOCIATION|OH|443XX|null|Consent provided|Web|6/28/2016|Closed with explanation|Yes|No|1987818
4/17/2017|Bank account or service|Checking account|Problems caused by my funds being low|null|BANK OF AMERICA, NATIONAL ASSOCIATION|NY|11221|null|N/A|Referral|4/18/2017|Closed with explanation|Yes|No|2437915
6/16/2016|Mortgage|Other mortgage|Loan modification,collection,foreclosure|null|BANK OF AMERICA, NATIONAL ASSOCIATION|FL|33311|null|N/A|Referral|6/17/2016|Closed with explanation|Yes|No|1973040
9/2/2016|Credit card|null|Rewards|null|AMERICAN EXPRESS COMPANY|AZ|864XX|Servicemember|Consent provided|Web|9/2/2016|Closed with non-monetary relief|Yes|No|2094460
10/11/2016|Credit reporting|null|Incorrect information on credit report|Information is not mine|Experian Information Solutions Inc.|FL|330XX|null|Consent provided|Web|10/11/2016|Closed with explanation|Yes|No|2153862
11/22/2014|Bank account or service|Checking account|Account opening, closing, or management|null|JPMORGAN CHASE & CO.|TX|77065|null|N/A|Web|11/22/2014|Closed with explanation|Yes|No|1125242
2/10/2015|Money transfers|Domestic (US) money transfer|Fraud or scam|null|MONEYGRAM PAYMENT SYSTEMS WORLDWIDE INC|MI|49022|Older American|N/A|Web|2/10/2015|Closed with monetary relief|Yes|No|1232991
1/20/2015|Mortgage|Conventional adjustable mortgage (ARM)|Loan modification,collection,foreclosure|null|NATIONSTAR MORTGAGE|DE|19901|null|N/A|Web|1/20/2015|Closed with explanation|Yes|No|1200385
7/21/2016|Credit reporting|null|Incorrect information on credit report|Information is not mine|Experian Information Solutions Inc.|GA|303XX|null|Consent provided|Web|7/21/2016|Closed with non-monetary relief|Yes|No|2022864
1/29/2017|Credit reporting|null|Incorrect information on credit report|Personal information|Experian Information Solutions Inc.|FL|32003|null|Consent not provided|Web|1/29/2017|Closed with non-monetary relief|Yes|No|2316532
11/18/2014|Debt collection|Payday loan|Cont'd attempts collect debt not owed|Debt is not mine|Solidus Group LLC.|MD|21213|null|N/A|Phone|11/21/2014|Closed with explanation|Yes|No|1122150
4/7/2017|Mortgage|Other mortgage|Other|null|OCWEN LOAN SERVICING LLC|WA|98223|null|N/A|Postal mail|4/7/2017|Closed with explanation|Yes|No|2424942
1/3/2017|Debt collection|Other (i.e. phone, health club, etc.)|Cont'd attempts collect debt not owed|Debt resulted from identity theft|Southwest Credit Systems, L.P.|ME|042XX|null|Consent provided|Web|2/8/2017|Closed with explanation|Yes|No|2272158
3/27/2012|Credit card|null|Billing disputes|null|WELLS FARGO & COMPANY|MA|1507|null|N/A|Referral|3/28/2012|Closed without relief|Yes|No|42126
6/26/2014|Bank account or service|Checking account|Problems caused by my funds being low|null|PNC Bank N.A.|null|null|null|N/A|Referral|7/1/2014|Closed with monetary relief|Yes|No|913460
10/3/2014|Consumer Loan|Vehicle loan|Shopping for a loan or lease|null|DriveTime|TN|38053|null|N/A|Web|10/3/2014|Closed with explanation|Yes|No|1056607
12/30/2013|Credit reporting|null|Incorrect information on credit report|Account status|EQUIFAX, INC.|TX|76116|Servicemember|N/A|Postal mail|1/9/2014|Closed with non-monetary relief|Yes|No|651819
3/30/2016|Credit reporting|null|Incorrect information on credit report|Account status|Experian Information Solutions Inc.|OR|97401|null|Consent not provided|Web|3/30/2016|Closed with explanation|Yes|No|1856464
1/17/2014|Debt collection|Other (i.e. phone, health club, etc.)|Cont'd attempts collect debt not owed|Debt is not mine|Retrieval-Masters Creditors Bureau, Inc.|NY|10314|null|N/A|Web|1/17/2014|Closed with non-monetary relief|No|No|675763
3/3/2014|Debt collection|Other (i.e. phone, health club, etc.)|Cont'd attempts collect debt not owed|Debt was paid|International Computer Systems, Inc.|OH|44035|null|N/A|Web|3/3/2014|Closed with explanation|Yes|No|739560
4/15/2016|Credit card|null|Identity theft / Fraud / Embezzlement|null|BARCLAYS BANK DELAWARE|NY|11743|null|Consent not provided|Web|4/15/2016|Closed with explanation|Yes|Yes|1882031
2/29/2016|Debt collection|Other (i.e. phone, health club, etc.)|Taking/threatening an illegal action|Attempted to/Collected exempt funds|Harris & Harris, Ltd.|WI|53224|null|Consent not provided|Web|2/29/2016|Closed with explanation|Yes|No|1809960
2/11/2016|Consumer Loan|Installment loan|Problems when you are unable to pay|null|ONEMAIN FINANCIAL HOLDINGS, LLC.|MS|39601|null|Consent not provided|Web|2/17/2016|Closed with explanation|Yes|No|1783138
12/16/2016|Mortgage|Conventional adjustable mortgage (ARM)|Loan servicing, payments, escrow account|null|SELECT PORTFOLIO SERVICING, INC.|FL|338XX|null|Consent provided|Web|12/16/2016|Closed with explanation|Yes|Yes|2253533
5/22/2015|Consumer Loan|Installment loan|Managing the loan or lease|null|TD BANK US HOLDING COMPANY|GA|30327|null|Consent not provided|Web|5/28/2015|Closed with explanation|Yes|No|1389554
10/10/2014|Bank account or service|Checking account|Using a debit or ATM card|null|WELLS FARGO & COMPANY|null|null|null|N/A|Phone|10/16/2014|Closed with explanation|Yes|No|1066777
7/7/2014|Debt collection|Credit card|Cont'd attempts collect debt not owed|Debt was paid|Platinum Holdings Group, LLC|IL|60033|Older American|N/A|Web|7/7/2014|Closed with explanation|Yes|No|924621
5/29/2012|Mortgage|Conventional fixed mortgage|Loan modification,collection,foreclosure|null|Seterus, Inc.|GA|30080|null|N/A|Web|6/1/2012|Closed with explanation|Yes|Yes|88233
3/6/2014|Mortgage|Other mortgage|Loan servicing, payments, escrow account|null|FIFTH THIRD FINANCIAL CORPORATION|FL|34237|null|N/A|Referral|3/10/2014|Closed with explanation|Yes|No|746036
4/12/2017|Bank account or service|Checking account|Problems caused by my funds being low|null|U.S. BANCORP|CA|928XX|null|Consent provided|Web|4/12/2017|Closed with explanation|Yes|No|2431565
5/13/2014|Debt collection|I do not know|Cont'd attempts collect debt not owed|Debt is not mine|PORTFOLIO RECOVERY ASSOCIATES INC|TX|78734|null|N/A|Web|5/15/2014|Closed with explanation|Yes|No|849283
10/25/2012|Mortgage|Conventional adjustable mortgage (ARM)|Loan servicing, payments, escrow account|null|OCWEN LOAN SERVICING LLC|MO|63021|Older American|N/A|Web|10/25/2012|Closed with explanation|Yes|No|177628
1/22/2016|Credit card|null|Billing disputes|null|SYNCHRONY FINANCIAL|CO|80218|null|Consent not provided|Web|1/29/2016|Closed with non-monetary relief|Yes|No|1753262
3/16/2017|Student loan|Federal student loan servicing|Can't repay my loan|Can't decrease my monthly payments|Navient Solutions, LLC.|TX|77083|null|Consent not provided|Web|3/16/2017|Closed with explanation|Yes|No|2390667
3/21/2013|Mortgage|Conventional adjustable mortgage (ARM)|Credit decision / Underwriting|null|BANK OF AMERICA, NATIONAL ASSOCIATION|null|null|null|N/A|Phone|3/22/2013|Closed with non-monetary relief|Yes|Yes|362556
4/27/2012|Bank account or service|Checking account|Deposits and withdrawals|null|SANTANDER BANK, NATIONAL ASSOCIATION|NY|11219|null|N/A|Referral|4/27/2012|Closed without relief|Yes|No|66969
1/26/2014|Debt collection|I do not know|Cont'd attempts collect debt not owed|Debt is not mine|Security Credit Services, LLC|TN|38141|null|N/A|Web|1/26/2014|Closed with explanation|Yes|No|685958
8/16/2013|Debt collection|Credit card|Cont'd attempts collect debt not owed|Debt was paid|ENCORE CAPITAL GROUP INC.|FL|33610|null|N/A|Web|8/19/2013|Closed with explanation|Yes|Yes|493460
11/5/2014|Mortgage|Conventional fixed mortgage|Application, originator, mortgage broker|null|HSBC NORTH AMERICA HOLDINGS INC.|OH|44110|null|N/A|Web|11/5/2014|Closed with explanation|Yes|Yes|1103130
4/5/2012|Credit card|null|APR or interest rate|null|CAPITAL ONE FINANCIAL CORPORATION|KS|67010|null|N/A|Web|4/6/2012|Closed without relief|Yes|No|43679
9/22/2014|Credit reporting|null|Incorrect information on credit report|Personal information|Experian Information Solutions Inc.|SD|57401|Older American|N/A|Web|9/22/2014|Closed with non-monetary relief|Yes|No|1039365
1/18/2017|Bank account or service|Other bank product/service|Account opening, closing, or management|null|Coinbase, Inc.|TX|770XX|null|Consent provided|Web|1/19/2017|Closed with explanation|Yes|Yes|2291872
6/28/2013|Credit card|null|APR or interest rate|null|CITIBANK, N.A.|CA|92107|null|N/A|Web|7/1/2013|Closed with monetary relief|Yes|No|446256
5/20/2014|Mortgage|Other mortgage|Application, originator, mortgage broker|null|JPMORGAN CHASE & CO.|OR|97302|null|N/A|Web|5/20/2014|Closed with explanation|Yes|No|860606
4/10/2014|Mortgage|FHA mortgage|Loan modification,collection,foreclosure|null|WELLS FARGO & COMPANY|NY|11229|null|N/A|Web|4/10/2014|Closed with explanation|Yes|No|802486
3/20/2012|Mortgage|Conventional fixed mortgage|Loan modification,collection,foreclosure|null|WELLS FARGO & COMPANY|TX|75007|null|N/A|Phone|3/20/2012|Closed without relief|Yes|No|37300
3/7/2017|Credit reporting|null|Credit reporting company's investigation|Problem with statement of dispute|TRANSUNION INTERMEDIATE HOLDINGS, INC.|TX|76063|null|Consent not provided|Web|3/7/2017|Closed with non-monetary relief|Yes|No|2374679
12/23/2015|Debt collection|I do not know|Cont'd attempts collect debt not owed|Debt is not mine|EOS Holdings, Inc.|CA|92115|null|Consent not provided|Web|12/23/2015|Closed with explanation|Yes|No|1715735
8/26/2015|Credit card|null|Other|null|WELLS FARGO & COMPANY|WV|26505|null|N/A|Referral|9/4/2015|Closed with explanation|Yes|No|1537687
4/7/2017|Credit card|null|APR or interest rate|null|BANK OF AMERICA, NATIONAL ASSOCIATION|AZ|85296|null|N/A|Referral|4/7/2017|Closed with monetary relief|Yes|No|2425048
