26489|4|23147530|23147531
26489|5|22958754|22958755
26489|6|22267326|22267327
26490|0|2334013|2334014
26490|1|2683253|2683254
26490|2|2683261|2683262
26490|3|2683269|2683270
26491|0|7157363|7157364
26491|1|15578671|15578672
26491|2|15578663|15578664
26491|3|15578655|15578656
26491|4|15578647|15578648
26491|5|15578639|15578640
26491|6|15578631|15578632
26492|0|17775256|17775257
26492|1|16983388|16983389
26492|2|14646577|14646578
26492|3|14646520|14646521
26492|4|14646473|14646474
26492|5|14646444|14646445
26492|6|14646423|14646424
26493|0|1166860|1166861
26493|1|1166864|1166865
26493|2|1166868|1166869
26493|3|3350618|3350619
26493|4|2320767|2320768
26493|5|2320775|2320776
26493|6|2320820|2320821
26494|0|18997004|18997005
26494|1|18996938|18996939
26494|2|18996440|18996441
26494|3|18996432|18996433
26494|4|18996424|18996425
26494|5|18996416|18996417
26494|6|18996408|18996409
26495|0|1048621|1048622
26495|1|8317344|8317345
26495|2|8317336|8317337
26495|3|8317328|8317329
26495|4|8317320|8317321
26495|5|8317312|8317313
26495|6|22132242|22132243
26496|0|10772510|10772511
26496|1|17246228|17246229
26496|2|17223544|17223545
26496|3|17223536|17223537
26496|4|17223528|17223529
26496|5|17223520|17223521
26496|6|17223512|17223513
26497|0|2627891|2627892
26497|1|18808784|18808785
26497|2|18808735|18808736
26497|3|3496704|3496705
26497|4|3496712|3496713
26497|5|3496720|3496721
26497|6|3496736|3496737
26498|0|11395864|11395865
26498|1|4650294|4650295
26498|2|4512076|4512077
26498|3|4512068|4512069
26499|0|18342187|18342188
26499|1|21948062|21948063
26499|2|21948054|21948055
26499|3|21948046|21948047
26499|4|21948038|21948039
26499|5|21948022|21948023
26499|6|21948014|21948015
26500|0|3512428|3512429
26500|1|5444885|5444886
26501|0|7066457|7066458
26501|1|17127719|17127720
26501|2|14210262|14210263
26501|3|14210254|14210255
26501|4|14210246|14210247
26501|5|14210238|14210239
26501|6|14210230|14210231
26502|0|15470904|15470905
26502|1|15470896|15470897
26502|2|18121424|18121425
26502|3|18121416|18121417
26502|4|18121408|18121409
26502|5|15470888|15470889
26502|6|15470912|15470913
26503|0|18390345|18390346
26503|1|22430672|22430673
26503|2|22430594|22430595
26503|3|20256370|20256371
26503|4|19486458|19486459
26503|5|19486398|19486399
26503|6|19486311|19486312
26504|0|21097297|21097298
26504|1|18863483|18863484
26504|2|18863377|18863378
26504|3|21074704|21074705
26504|4|21074717|21074718
26504|5|21075029|21075030
26504|6|21075125|21075126
26505|0|18057881|18057882
26506|0|18977180|18977181
26506|1|23280786|23280787
26507|0|1095159|1095160
26507|1|1095163|1095164
26507|2|1095167|1095168
26507|3|1095171|1095172
26507|4|1095175|1095176
26507|5|1095179|1095180
26507|6|21820492|21820493
26508|0|2316915|2316916
26508|1|13232363|13232364
26508|2|9288993|9288994
26508|3|9289035|9289036
26509|0|15663136|15663137
26509|1|17234664|17234665
26509|2|15842697|15842698
26509|3|15842663|15842664
26509|4|15663285|15663286
26509|5|15663274|15663275
26509|6|15663128|15663129
26510|0|10814224|10814225
26510|1|19491319|19491320
26510|2|19491311|19491312
26510|3|19491303|19491304
26510|4|19491287|19491288
26510|5|19491279|19491280
26510|6|19491271|19491272
26511|0|19694514|19694515
26511|1|19694033|19694034
26511|2|14637197|14637198
26511|3|13342151|13342152
26511|4|12726560|12726561
26511|5|10965629|10965630
26511|6|9662661|9662662
26512|0|12689588|12689589
26512|1|12689694|12689695
26512|2|12689702|12689703
26512|3|12689596|12689597
26512|4|12689612|12689613
26512|5|12689620|12689621
26512|6|3940978|3940979
26513|0|22388478|22388479
26513|1|22388457|22388458
26513|2|22388383|22388384
26513|3|22388331|22388332
26513|4|22388284|22388285
26513|5|22388276|22388277
26513|6|22388268|22388269
26514|0|15266639|15266640
26514|1|15266711|15266712
26514|2|15266703|15266704
26514|3|15266695|15266696
26514|4|15266687|15266688
26514|5|15266679|15266680
26514|6|15266671|15266672
26515|0|5055357|5055358
26515|1|7593354|7593355
26515|2|6998526|6998527
26515|3|6998518|6998519
26515|4|6998496|6998497
26515|5|5726496|5726497
26515|6|5252794|5252795
26516|0|3860831|3860832
26516|1|7244090|7244091
26516|2|7244082|7244083
26516|3|7244074|7244075
26516|4|7244066|7244067
26516|5|7244058|7244059
26516|6|7244050|7244051
26517|0|3826930|3826931
26517|1|18722766|18722767
26517|2|18722758|18722759
26517|3|18722750|18722751
26517|4|18722742|18722743
26517|5|18722628|18722629
26517|6|18722620|18722621
26518|0|1254032|1254033
26518|1|23022213|23022214
26518|2|23021876|23021877
26518|3|23021061|23021062
26518|4|23020982|23020983
26518|5|23020912|23020913
26518|6|23020851|23020852
26519|0|5380973|5380974
26519|1|12716786|12716787
26519|2|12716778|12716779
26519|3|12716770|12716771
26519|4|12716762|12716763
26519|5|8215154|8215155
26519|6|8174978|8174979
26520|0|841781|841782
26520|1|23007188|23007189
26520|2|20490935|20490936
26520|3|841797|841798
26520|4|841789|841790
26520|5|23621549|23621550
26520|6|22318833|22318834
26521|0|2929062|2929063
26522|0|18368829|18368830
26522|1|18368754|18368755
26522|2|18368735|18368736
26522|3|18368713|18368714
26522|4|18344629|18344630
26522|5|18235439|18235440
26522|6|18235431|18235432
26523|0|7066457|7066458
26523|1|17127719|17127720
26523|2|14210262|14210263
26523|3|14210254|14210255
26523|4|14210246|14210247
26523|5|14210238|14210239
26523|6|14210230|14210231
26524|0|975428|975429
26524|1|975420|975421
26524|2|975424|975425
26524|3|975432|975433
26524|4|975436|975437
26524|5|975440|975441
26524|6|975444|975445
26525|0|20828516|20828517
26525|1|1047897|1047898
26525|2|19223690|19223691
26525|3|19571682|19571683
26525|4|19571674|19571675
26525|5|19571666|19571667
26525|6|19571658|19571659
26526|0|11951876|11951877
26527|0|22728286|22728287
26528|0|12643486|12643487
26528|1|12642720|12642721
26528|2|12642712|12642713
26528|3|12642704|12642705
26528|4|12078395|12078396
26528|5|12078379|12078380
26528|6|12078371|12078372
26529|0|22394000|22394001
26529|1|23324969|23324970
26529|2|23324961|23324962
26529|3|22745028|22745029
26529|4|22744908|22744909
26529|5|22744860|22744861
26529|6|22744834|22744835
26530|0|1264699|1264700
26530|1|1134578|1134579
26530|2|20381041|20381042
26530|3|6810284|6810285
26530|4|1134574|1134575
26530|5|7900609|7900610
26530|6|4102050|4102051
26531|0|7659477|7659478
26531|1|15291516|15291517
26531|2|15291508|15291509
26531|3|15291500|15291501
26531|4|12165131|12165132
26531|5|12165123|12165124
26531|6|12165115|12165116
26532|0|2923371|2923372
26532|1|20955075|20955076
26532|2|1583358|1583359
26532|3|4479231|4479232
26532|4|2923387|2923388
26532|5|5925009|5925010
26532|6|5710801|5710802
26533|0|7642685|7642686
26533|1|7642757|7642758
26533|2|7642749|7642750
26533|3|7642741|7642742
26533|4|7642733|7642734
26533|5|7642725|7642726
26533|6|7642717|7642718
26534|0|14296484|14296485
26534|1|14296404|14296405
26534|2|9340783|9340784
26534|3|9340731|9340732
26534|4|9340709|9340710
26534|5|9340322|9340323
26534|6|9340305|9340306
26535|0|13531495|13531496
26535|1|20736470|20736471
26535|2|20736336|20736337
26535|3|20734142|20734143
26535|4|20734044|20734045
26535|5|20734036|20734037
26535|6|20734028|20734029
26536|0|12643486|12643487
26536|1|12642720|12642721
26536|2|12642712|12642713
26536|3|12642704|12642705
26536|4|12078395|12078396
26536|5|12078379|12078380
26536|6|12078371|12078372
26537|0|3036332|3036333
26537|1|10265054|10265055
26538|0|994025|994026
26538|1|5742019|5742020
26538|2|994029|994030
26538|3|21451258|21451259
26538|4|20210181|20210182
26538|5|18414042|18414043
26538|6|17919195|17919196
26539|0|12643486|12643487
26539|1|12642720|12642721
26539|2|12642712|12642713
26539|3|12642704|12642705
26539|4|12078395|12078396
26539|5|12078379|12078380
26539|6|12078371|12078372
26540|0|6550414|6550415
26540|1|6550382|6550383
26540|2|6550374|6550375
26540|3|6550366|6550367
26540|4|6550358|6550359
26540|5|6554879|6554880
26540|6|6541524|6541525
26541|0|7593051|7593052
26541|1|7793055|7793056
26541|2|7781210|7781211
26541|3|7781202|7781203
26541|4|7593091|7593092
26541|5|7593083|7593084
26541|6|7593075|7593076
26542|0|13474908|13474909
26542|1|22427547|22427548
26542|2|20537940|20537941
26542|3|20537808|20537809
26542|4|18835595|18835596
26542|5|18459334|18459335
26542|6|18459326|18459327
26543|0|8988314|8988315
26543|1|952925|952926
26543|2|952917|952918
26543|3|952909|952910
26543|4|952901|952902
26543|5|952893|952894
26543|6|952885|952886
26544|0|17471491|17471492
26544|1|22134847|22134848
26544|2|22134806|22134807
26544|3|22134786|22134787
26544|4|21407272|21407273
26544|5|20749991|20749992
26544|6|20749949|20749950
26545|0|15959450|15959451
26545|1|18502894|18502895
26545|2|15958567|15958568
26545|3|18502730|18502731
26545|4|18502722|18502723
26545|5|17731104|17731105
26545|6|18502714|18502715
26546|0|17709510|17709511
26546|1|21971827|21971828
26547|0|2980498|2980499
26548|0|12995841|12995842
26548|1|16702929|16702930
26548|2|16702895|16702896
26548|3|16702849|16702850
26548|4|16702792|16702793
26548|5|12996115|12996116
26548|6|12996107|12996108
26549|0|19537951|19537952
26549|1|14923918|14923919
26549|2|14165190|14165191
26549|3|13810559|13810560
26549|4|17632188|17632189
26549|5|13688060|13688061
26549|6|13688052|13688053
26550|0|19718964|19718965
26550|1|19719057|19719058
26550|2|19718980|19718981
26550|3|19718972|19718973
26551|0|18099251|18099252
26551|1|18099243|18099244
26551|2|18099235|18099236
26551|3|18099227|18099228
26551|4|18099219|18099220
26551|5|18099211|18099212
26551|6|18099203|18099204
26552|0|963009|963010
26552|1|2595673|2595674
26552|2|2595665|2595666
26552|3|2595657|2595658
26552|4|2595649|2595650
26552|5|2595641|2595642
26552|6|2595633|2595634
26553|0|7549299|7549300
26553|1|7007853|7007854
26553|2|6221835|6221836
26553|3|6221827|6221828
26553|4|6221819|6221820
26553|5|6221811|6221812
26553|6|6209048|6209049
26554|0|7146561|7146562
26554|1|12300105|12300106
26554|2|12300072|12300073
26554|3|7146553|7146554
26554|4|7146545|7146546
26554|5|7146507|7146508
26554|6|7146499|7146500
26555|0|15800268|15800269
26555|1|16536994|16536995
26555|2|16517244|16517245
26555|3|16482500|16482501
26555|4|15994831|15994832
26555|5|15800134|15800135
26555|6|15592475|15592476
26556|0|13279477|13279478
26556|1|21120762|21120763
26556|2|20900640|20900641
26556|3|18368915|18368916
26556|4|18368907|18368908
26556|5|18368899|18368900
26556|6|18368891|18368892
26557|0|4185062|4185063
26557|1|4185134|4185135
26557|2|4185126|4185127
26557|3|4185118|4185119
26557|4|4185110|4185111
26557|5|4185102|4185103
26557|6|4185094|4185095
26558|0|10814224|10814225
26558|1|19491319|19491320
26558|2|19491311|19491312
26558|3|19491303|19491304
26558|4|19491287|19491288
26558|5|19491279|19491280
26558|6|19491271|19491272
26559|0|8362722|8362723
26559|1|5833811|5833812
26559|2|5833752|5833753
26559|3|5833744|5833745
26559|4|5833736|5833737
26559|5|5824081|5824082
26559|6|5824073|5824074
26560|0|19010232|19010233
26560|1|21735030|21735031
26560|2|21539885|21539886
26560|3|21539893|21539894
26561|0|21515726|21515727
26561|1|21515682|21515683
26561|2|21515641|21515642
26561|3|21515526|21515527
26561|4|21515512|21515513
26561|5|19000063|19000064
26561|6|19000055|19000056
26562|0|6131820|6131821
26562|1|10349665|10349666
26562|2|9982492|9982493
26562|3|9982500|9982501
26562|4|9982443|9982444
26562|5|9982451|9982452
26562|6|9982462|9982463
26563|0|6868392|6868393
26563|1|7003141|7003142
26564|0|12643486|12643487
26564|1|12642720|12642721
26564|2|12642712|12642713
26564|3|12642704|12642705
26564|4|12078395|12078396
26564|5|12078379|12078380
26564|6|12078371|12078372
26565|0|1845764|1845765
26565|1|11099807|11099808
26565|2|10255412|10255413
26565|3|5761795|5761796
26565|4|5565195|5565196
26565|5|5565211|5565212
26566|0|13116910|13116911
26566|1|15255428|15255429
26566|2|15255403|15255404
26566|3|15255395|15255396
26566|4|15255387|15255388
26566|5|15255360|15255361
26566|6|13116991|13116992
26567|0|10955732|10955733
26567|1|21269797|21269798
26567|2|21269783|21269784
26567|3|21269767|21269768
26567|4|21269733|21269734
26567|5|19325299|19325300
26567|6|19325274|19325275
26568|0|7128389|7128390
26568|1|14780097|14780098
26568|2|14780089|14780090
26568|3|14780081|14780082
26568|4|14780073|14780074
26568|5|14780065|14780066
26568|6|14780057|14780058
26569|0|5021684|5021685
26569|1|5021739|5021740
26569|2|5021731|5021732
26569|3|5021692|5021693
26569|4|5021723|5021724
26569|5|5021934|5021935
26570|0|21050531|21050532
26570|1|22152575|22152576
26570|2|21056499|21056500
26570|3|21055826|21055827
26570|4|21050452|21050453
26570|5|21050490|21050491
26570|6|21050514|21050515
26571|0|9276035|9276036
26571|1|9276014|9276015
26571|2|7942825|7942826
26571|3|7942812|7942813
26571|4|7037211|7037212
26571|5|7037203|7037204
26571|6|6226249|6226250
26572|0|18161027|18161028
26572|1|22544707|22544708
26572|2|22544715|22544716
26572|3|22544723|22544724
26572|4|18161035|18161036
26573|0|4102548|4102549
26573|1|4102615|4102616
26573|2|15542669|15542670
26573|3|15542696|15542697
26573|4|15542775|15542776
26573|5|18495310|18495311
26573|6|18495337|18495338
26574|0|6131820|6131821
26574|1|10349665|10349666
26574|2|9982492|9982493
26574|3|9982500|9982501
26574|4|9982443|9982444
26574|5|9982451|9982452
26574|6|9982462|9982463
26575|0|12643486|12643487
26575|1|12642720|12642721
26575|2|12642712|12642713
26575|3|12642704|12642705
26575|4|12078395|12078396
26575|5|12078379|12078380
26575|6|12078371|12078372
26576|0|20034031|20034032
26576|1|22564597|22564598
26576|2|22127786|22127787
26576|3|21189312|21189313
26577|0|1035506|1035507
26577|1|18098208|18098209
26577|2|15232463|15232464
26577|3|14885877|14885878
26577|4|14625775|14625776
26577|5|14625754|14625755
26577|6|14625704|14625705
26578|0|8348894|8348895
26578|1|15479718|15479719
26578|2|15479710|15479711
26578|3|15479702|15479703
26578|4|15479694|15479695
26578|5|11536279|11536280
26578|6|11536271|11536272
26579|0|7157363|7157364
26579|1|15578671|15578672
26579|2|15578663|15578664
26579|3|15578655|15578656
26579|4|15578647|15578648
26579|5|15578639|15578640
26579|6|15578631|15578632
26580|0|15094267|15094268
26580|1|15094259|15094260
26580|2|15094251|15094252
26580|3|15094243|15094244
26580|4|15094179|15094180
26580|5|15094171|15094172
26580|6|15094111|15094112
26581|0|23264391|23264392
26581|1|23264444|23264445
26581|2|23264471|23264472
26581|3|23264516|23264517
26581|4|23264527|23264528
26581|5|23264583|23264584
26581|6|23264649|23264650
26582|0|18872365|18872366
26582|1|17155158|17155159
26582|2|17155150|17155151
26582|3|17155142|17155143
26582|4|17155134|17155135
26582|5|17155126|17155127
26583|0|16863962|16863963
26583|1|18906101|18906102
26583|2|3378348|3378349
26583|3|17431208|17431209
26583|4|16728304|16728305
26583|5|16728720|16728721
26583|6|6674714|6674715
26584|0|1137779|1137780
26585|0|19707537|19707538
26585|1|19450178|19450179
26585|2|6780212|6780213
26585|3|6780220|6780221
26585|4|6780228|6780229
26585|5|6780188|6780189
26585|6|6780196|6780197
26586|0|2158782|2158783
26586|1|17519354|17519355
26586|2|17519346|17519347
26586|3|17519338|17519339
26586|4|17519261|17519262
26586|5|11557627|11557628
26586|6|11557594|11557595
26587|0|11895222|11895223
26587|1|11895198|11895199
26587|2|11362735|11362736
