2874263|Hamilton, Ian, 1946-|1250032296, 1250035155, 9781250032294, 9781250035158|2013.|Picador,|acbk|nafic|NA|bal|2017-09-01T00:00:00.000|1
3220551|Miyanishi, Tatsuya, 1956-|9789862116326, 9862116323|2016.|Xiao lu wen hua,|jcbk|ncln|NA|lcy|2017-09-01T00:00:00.000|1
3174467|null|null|[2016]|Paramount,|acdvd|nadvd|Floating|spa|2017-09-01T00:00:00.000|2
2440310|Hitchcock, Susan Tyler|0393061442, 9780393061444|c2007.|W.W. Norton,|acbk|canf|NA|cen|2017-09-01T00:00:00.000|1
83737|null|null|[1971]|Eerdmans|acbk|canf|NA|cen|2017-09-01T00:00:00.000|1
311693|Peckham, Betty Clock, 1906-|null|c1945.|Nelson,|arbk|caaero|NA|cen|2017-09-01T00:00:00.000|1
3165152|Todd, Charles|0062386182, 9780062386182|[2016]|William Morrow, an imprint of HarperCollinsPublishers,|acbk|camys|NA|cen|2017-09-01T00:00:00.000|4
3271750|null|1419889974, 9781419889974|[2010]|Home Box Office : Distributed by Warner Bros. Entertainment,|acdvd|cadvd|NA|cen|2017-09-01T00:00:00.000|2
2856305|Roberson, Chris|1613773544, 9781613773543|c2012.|IDW Publishing,|acbk|nacomic|NA|net|2017-09-01T00:00:00.000|1
1646212|Vorhaus, John|1879505215|c1994.|Silman-James Press,|acbk|canf|NA|cen|2017-09-01T00:00:00.000|2
732430|Ganders, Harry Stanley, 1894-|null|1974.|Syracuse University,|arbk|caref|NA|cen|2017-09-01T00:00:00.000|1
3009698|Coulter, Catherine|0515130966, 9780515130966|2001, c2000.|Jove Books,|acbk|cafic|NA|cen|2017-09-01T00:00:00.000|1
292021|Lyon, Sidney Elizabeth, 1846-|null|1905.|Graham,|arbk|caref|NA|cen|2017-09-01T00:00:00.000|1
2176355|Hoban, Russell|0060223383, 0060223391, 0064430073|1995.|HarperCollins,|jcbk|ncpic|NA|wts|2017-09-01T00:00:00.000|1
2459355|null|null|p2002.|Kimbo Educational,|jccd|cccd|NA|cen|2017-09-01T00:00:00.000|2
2709212|Stilton, Thea|0545227720, 9780545227728|2011.|Scholastic,|jcbk|ncfic|NA|wts|2017-09-01T00:00:00.000|1
2503772|Landau, Elaine|0531167666, 9780531167663|c2007.|Children's Press,|jcbk|ncnf|NA|dlr|2017-09-01T00:00:00.000|1
2698355|Raczka, Bob|1596435410, 9781596435414|2011.|Roaring Brook Press,|jcbk|ncnf|NA|lcy|2017-09-01T00:00:00.000|1
2801586|Đinh, Nguyên Anh.|null|c2011.|[Nhà xuất bản Dân Trí],|jcbk|ncln|NA|lcy|2017-09-01T00:00:00.000|1
2083884|Otto, Whitney|0375505458|c2002.|Random House,|acbk|cafic|NA|cen|2017-09-01T00:00:00.000|1
2697048|Celtic Thunder (Musical group : 2007-)|null|c2010.|Decca : Distributed by Universal Music Distribution,|acdvd|cadvdnf|NA|cen|2017-09-01T00:00:00.000|3
2833067|Riggs, Ransom|1410450236, 9781410450234|2012.|Thorndike Press,|acbk|nylp|Floating|bea|2017-09-01T00:00:00.000|1
1303954|Morricone, Ennio|null|p1990.|RCA : Distributed by BMG Music,|accd|nacd|Floating|bro|2017-09-01T00:00:00.000|1
2216058|Lovric, Michelle|0060578564|c2003.|ReganBooks,|acbk|cafic|NA|cen|2017-09-01T00:00:00.000|1
2959221|Bendis, Brian Michael|0785159843, 9780785159841|c2011.|Marvel Worldwide,|acbk|nacomic|NA|net|2017-09-01T00:00:00.000|1
1804689|Petrides, George A.|0395904544|1998.|Houghton Mifflin,|acbk|nanf|NA|glk|2017-09-01T00:00:00.000|1
2935743|Esbaum, Jill|1426313241, 142631325X, 9781426313240, 9781426313257|c2013.|National Geographic,|jcbk|ncnf|NA|col|2017-09-01T00:00:00.000|1
2566973|Avi, 1937-|0061119695, 0061119709, 9780061119699, 9780061119705|2009.|HarperCollinsPublishers,|jcbk|ncfic|NA|net|2017-09-01T00:00:00.000|1
441852|null|null|null|null|acmus|camus|NA|cen|2017-09-01T00:00:00.000|1
2900921|Choldenko, Gennifer, 1957-|0803734727, 9780803734722|c2013.|Dial Books for Young Readers,|jcbk|ccfic|NA|cen|2017-09-01T00:00:00.000|1
3164326|null|null|[2015]|20th Century Fox Home Entertainment,|jcdvd|ncdvd|Floating|cap|2017-09-01T00:00:00.000|1
2582997|United States. Maritime Commission|null|1937-1950.|U.S. G.P.O.,|arbk|caref|NA|cen|2017-09-01T00:00:00.000|3
450744|Jensen, Adolf, 1837-1879|null|c1889.|Schirmer,|acmus|camus|NA|cen|2017-09-01T00:00:00.000|1
3032381|Pulde, Alona.|1476753296, 9781476753294|2014.|Simon & Schuster,|acbk|nanf|NA|cap|2017-09-01T00:00:00.000|1
2049266|Berghahn, Volker R. (Volker Rolf), 1938-|0691074798|2001.|Princeton University Press,|acbk|canf|NA|cen|2017-09-01T00:00:00.000|1
2639784|null|null|null|McGraw-Hill Medical|arbk|cs7r|NA|cen|2017-09-01T00:00:00.000|1
2973939|De Sa, Anthony|156512927X, 9781565129276|2014.|Algonquin Books of Chapel Hill,|acbk|cafic|NA|cen|2017-09-01T00:00:00.000|1
2926288|Cabatingan, Erin|1596437987, 9781596437982|2013.|Roaring Brook Press,|jcbk|ncpic|NA|gwd|2017-09-01T00:00:00.000|1
2695359|Brand Miller, Janette, 1952-|073821390X, 9780738213903|c2011.|Da Capo Press,|acbk|nanf|NA|lcy|2017-09-01T00:00:00.000|1
2496929|null|0783219601, 9780783219608|2002.|Universal Studios Home Video,|jcdvd|ncdvd|Floating|nga|2017-09-01T00:00:00.000|1
3118062|Walsh, Brighton.|125005964X, 9781250059642|2015.|St. Martin's Griffin,|acbk|cafic|NA|cen|2017-09-01T00:00:00.000|1
517562|Yates, James, 1906-|0940880199, 0940880202|c1989.|Open Hand Pub.,|acbk|naaanf|NA|dth|2017-09-01T00:00:00.000|1
2653487|Bernstein, Leonard, 1918-1990|null|p1998.|Sony Classical/Columbia/Legacy,|accd|cacd|NA|cen|2017-09-01T00:00:00.000|2
3149247|Son Volt (Musical group)|null|p2015.|Rhino/Warner Bros.,|accd|cacd|NA|cen|2017-09-01T00:00:00.000|2
2363867|Clements, Andrew, 1949-|0689858248|c2006.|Simon & Schuster Books for Young Readers,|jcbk|ncnf|NA|lcy|2017-09-01T00:00:00.000|1
2721929|Perlman, Willa|1442401974, 9781442401976|2011.|Beach Lane Books,|jcbk|ncpic|NA|rbe|2017-09-01T00:00:00.000|1
1801370|null|null|null|National Oceanic and Atmospheric Administration, National Ocean Service,|acmap|canf|NA|cen|2017-09-01T00:00:00.000|1
3044157|Hertzberg, Jeff|1250018315, 9781250018311|2014.|Thomas Dunne Books/St. Martin's Press,|acbk|canf|NA|cen|2017-09-01T00:00:00.000|2
251291|Eardley-Wilmot, Sydney Marow, Sir, 1847-1929.|null|[1932?]|S. Low|arbk|caref|NA|cen|2017-09-01T00:00:00.000|1
3091442|Stokes, Chadwick.|null|[2015]|Ruff Shod Records,|accd|nacd|Floating|net|2017-09-01T00:00:00.000|1
3082810|Spinelli, Jerry|0316122173, 9780316122177|2015.|Little, Brown and Company,|jcbk|ncpic|NA|bea|2017-09-01T00:00:00.000|1
1873603|Williams, David R., P.E.|0070704430|c1999.|McGraw Hill,|acbk|canf|NA|cen|2017-09-01T00:00:00.000|1
345206|null|0070115737|1983.|McGraw-Hill,|arbk|caref|NA|cen|2017-09-01T00:00:00.000|1
3262481|Robbins, Mel, 1968-|1682612384, 9781682612385|2017.|Savio Republic,|acbk|nanf|NA|bro|2017-09-01T00:00:00.000|1
2973471|Murphy, Julie, 1985-|006224535X, 9780062245359|[2014]|Balzer + Bray, an imprint of HarperCollinsPublishers,|acbk|nyfic|NA|wts|2017-09-01T00:00:00.000|1
3093908|Murphy, Angela.|1481409786, 1481409794, 9781481409780, 9781481409797|[2014]|Simon Spotlight,|jcbk|nchol|NA|lcy|2017-09-01T00:00:00.000|1
2760676|Lynette, Rachel|1448825741, 144882737X, 1448827388, 9781448825745, 9781448827374, 9781448827381|2012.|PowerKids Press,|jcbk|nchol|NA|bro|2017-09-01T00:00:00.000|1
2001090|Barker, Raffaella, 1964-|0375503862|2001.|Random House,|acbk|cafic|NA|cen|2017-09-01T00:00:00.000|1
2774333|Winterson, Jeanette, 1959-|0802120105, 9780802120106|[2012].|Grove Press,|acbk|nab|NA|lcy|2017-09-01T00:00:00.000|1
2667150|Carlson, Nancy L.|0670011487, 9780670011483|2010.|Viking,|jcbk|ncpic|NA|lcy|2017-09-01T00:00:00.000|1
1785040|Ngự Thuyét|null|1996.|Thanh Văn,|acbk|caln|NA|cen|2017-09-01T00:00:00.000|1
2622635|Russo, Marisabina|0375844635, 037594463X, 9780375844638, 9780375944635|c2010.|Schwartz & Wade Books,|jcbk|ncpic|NA|swt|2017-09-01T00:00:00.000|1
258271|Gardner, James Browne, 1842-|null|[1909]|[Gardner and Taplin],|arbk|caref|NA|cen|2017-09-01T00:00:00.000|1
3286332|Gallagher, Terence|1604891912, 9781604891911|[2017]|Livingston Press, The University of West Alabama,|acbk|nyfic|NA|bal|2017-09-01T00:00:00.000|1
204414|Soviet Union. Upravlenie po zapovednikam i okhotnichʹemu khoz︠i︡aĭstvu|null|1956 [1960]|Ministry of Agriculture of the USSR, [Israel Program for Scientific Translations; available from the Office of Technical Services, Washington],|arbk|cs7r|NA|cen|2017-09-01T00:00:00.000|1
3056858|Pronzini, Bill|1410470857, 9781410470850|2014.|Thorndike Press, a part of Gale, Cengage Learning,|acbk|nalpfic|Floating|hip|2017-09-01T00:00:00.000|1
1591913|McKay, Claude, 1890-1948|1555530230, 1555530240, 1555530249|c1987.|Northeastern University Press,|acbk|nafic|NA|rbe|2017-09-01T00:00:00.000|1
2730727|Kit, Katy|0807550809, 0807550817, 9780807550809, 9780807550816|2011.|Albert Whitman & Co.,|jcbk|ncef|NA|mag|2017-09-01T00:00:00.000|1
2918726|McKibben, Bill|1427233462, 9781427233462|p2013.|Macmillan Audio,|accd|cacdnf|NA|cen|2017-09-01T00:00:00.000|2
2638542|Gant, Charles|0757003133, 9780757003134|c2010.|Square One Publishers,|acbk|nanf|NA|net|2017-09-01T00:00:00.000|1
2449232|Gibson-Roberts, Priscilla A.|0966828984, 9780966828986|c2006.|Nomad Press,|acbk|nanf|NA|gwd|2017-09-01T00:00:00.000|1
2830815|McKay, Sinclair|0452298717, 9780452298712|c2012.|Penguin Group,|acbk|canf|NA|cen|2017-09-01T00:00:00.000|1
3136799|Evans, Shira|1426323476, 1426323484, 9781426323478, 9781426323485|[2016]|National Geographic,|jcbk|ncenf|NA|rbe|2017-09-01T00:00:00.000|1
3102588|Apatow, Judd, 1967-|0812997573, 9780812997576|[2015]|Random House,|acbk|nanf|NA|rbe|2017-09-01T00:00:00.000|1
2865436|Daugherty, James, 1889-1974|0807545503, 9780807545508|2013.|Albert Whitman & Co.,|jcbk|naover|NA|nga|2017-09-01T00:00:00.000|1
2627459|Gregorian (Musical group)|null|p2009.|Curb Records,|accd|nacd|Floating|rbe|2017-09-01T00:00:00.000|1
2389604|Casey, Susan (Susan Mary)|0471660868, 9780471660866|2005.|John Wiley,|jcbk|ncnf|NA|dth|2017-09-01T00:00:00.000|1
2016155|Crandall, Jeff|0967982405|c2000.|Firestorm Press,|acbk|canf|NA|cen|2017-09-01T00:00:00.000|1
1731789|null|0747528241|1996.|Bloomsbury Pub.,|acbk|canf|NA|cen|2017-09-01T00:00:00.000|1
3254362|Isenberg, Noah William.|0393243125, 9780393243123|c2017.|W. W. Norton & Company,|acbk|nanf|NA|nga|2017-09-01T00:00:00.000|1
438742|null|null|null|null|acmus|camus|NA|cen|2017-09-01T00:00:00.000|1
2802318|Enright, Anne, 1962-|0393078280, 9780393078282|2012, c2004.|W.W. Norton,|acbk|canf|NA|cen|2017-09-01T00:00:00.000|1
3204880|Keller, Timothy, 1950-|0735221650, 9780735221659|[2016]|Viking,|acbk|canf|NA|cen|2017-09-01T00:00:00.000|2
2835411|Dosick, Wayne D., 1947-|1594774730, 9781594774737|c2012.|Inner Traditions,|acbk|canf|NA|cen|2017-09-01T00:00:00.000|1
3181806|Caramagna, Joe|1302901648, 9781302901646|[2016]|Marvel Worldwide, Inc., a subsidiary of Marvel Entertainment, LLC,|jcbk|nccomic|NA|uni|2017-09-01T00:00:00.000|1
3077219|Nesworthy, Lauren.|1465435956, 1465435964, 9781465435958, 9781465435965|2015.|DK Publishing,|jcbk|ncrdr|Floating|rbe|2017-09-01T00:00:00.000|1
2840736|Bain, Donald, 1935-|0451238036, 9780451238030|2012.|Obsidian,|acbk|namys|Floating|dth|2017-09-01T00:00:00.000|1
2731293|LaFarge, Pokey|null|p2011.|Free Dirt Records,|accd|cacd|NA|cen|2017-09-01T00:00:00.000|2
2498521|Lagerlöf, Selma, 1858-1940|null|2007.|Nhà xuất bản Văn hóa - thông tin,|jcbk|ccln|NA|cen|2017-09-01T00:00:00.000|1
2946394|Watson, Roger (Museum curator)|1250009707, 9781250009708|2013.|St. Martin's Press,|acbk|nanf|NA|fre|2017-09-01T00:00:00.000|1
2111930|Haffner, Sebastian|0374161577|2002.|Farrar, Straus and Giroux,|acbk|canf|NA|cen|2017-09-01T00:00:00.000|1
3177459|null|null|[2016]|Twentieth Century Fox Home Entertainment,|acdvd|nadvd|Floating|glk|2017-09-01T00:00:00.000|3
3165861|Watanabe, Judi, 1963-|1589238826, 9781589238824|[2016]|Creative Publishing International, an imprint of Quarto Publishing Group USA Inc.,|acbk|nanf|NA|bea|2017-09-01T00:00:00.000|1
3014817|Gaudiani, Claire|1610390318, 9781610390316|c2011.|PublicAffairs,|acbk|canf|NA|cen|2017-09-01T00:00:00.000|2
3106320|Doyle, Bill H., 1968-|0375869344, 0375969349, 9780375869341, 9780375969348|c2012.|Random House,|jcbk|ncef|NA|gwd|2017-09-01T00:00:00.000|1
271815|Gray, Thomas, 1716-1771|null|1960.|A.J. St. Onge,|arbk|cs8r|NA|cen|2017-09-01T00:00:00.000|1
2954535|Weir, Andy|0804139024, 9780804139021|[2014], c2011.|Crown,|acbk|nasf|NA|nhy|2017-09-01T00:00:00.000|1
1706536|Angelou, Maya|0679457070|[c1997]|Random House,|acbk|canf|NA|cen|2017-09-01T00:00:00.000|1
3264005|MacDonald, Margaret Read, 1940-|1945268018, 9781945268014|2017.|Plum Street Publishers,|jcbk|ncfft|NA|col|2017-09-01T00:00:00.000|1
2673420|Sheehan, Sean, 1951-|1608700240, 9781608700240|c2011.|Marshall Cavendish Benchmark,|jcbk|ncnf|NA|bro|2017-09-01T00:00:00.000|1
562584|Hughes, Thomas, 1759 or 60-1790.|null|1947.|University Press,|arbk|cs9r|NA|cen|2017-09-01T00:00:00.000|1
2900075|Grey, Mini|0307978125, 030797815X, 0307978478, 9780307978127, 9780307978158, 9780307978479|2013.|Alfred A. Knopf,|jcbk|ncpic|NA|cap|2017-09-01T00:00:00.000|1
1787791|Phillips, Carl, 1959-|1555972632|c1998.|Graywolf Press,|acbk|canf|NA|cen|2017-09-01T00:00:00.000|1
3236201|Kerr, Philip|1524756156, 9781524756154|[2017]|Random House Large Print,|acbk|nalpfic|Floating|dlr|2017-09-01T00:00:00.000|1
2806133|Farshtey, Greg|0545369932, 9780545369930|c2012.|Scholastic,|jcbk|ncef|NA|nga|2017-09-01T00:00:00.000|1
3215746|Presley, Elvis, 1935-1977|null|[2016]|RCA/Legacy,|accd|nacd|Floating|wts|2017-09-01T00:00:00.000|1
413969|null|3791307436|c1985.|Prestel ; Distributed in the U.S.A. by Neues Pub. Co.,|acbk|canf|NA|cen|2017-09-01T00:00:00.000|1
3238144|Dean, James, 1957-|0062404415, 9780062404411|[2017]|HarperFestival, an imprint of HarperCollinsPublishers,|jcbk|ncpic|NA|col|2017-09-01T00:00:00.000|1
1846744|Dabrowski, Magdalena|0810961873|1998.|Museum of Modern Art,|acbk|canf|NA|cen|2017-09-01T00:00:00.000|2
449282|Moevs, Robert, 1920-2007|null|[1968]|Piedmont Music Co.; sole selling agent: Marks Music Corp., New York|acmus|camus|NA|cen|2017-09-01T00:00:00.000|1
1101468|Bach, Johann Sebastian, 1685-1750|null|[19--]|Breitkopf & Härtel,|acmus|camus|NA|cen|2017-09-01T00:00:00.000|1
3126062|Cole, Kresley|1451649975, 9781451649970|2015.|Gallery Books,|acbk|cafic|NA|cen|2017-09-01T00:00:00.000|2
2903335|Amsterdam, Elana|1607745518, 9781607745518|c2013.|Ten Speed Press,|acbk|canf|NA|cen|2017-09-01T00:00:00.000|2
3146689|Schwab, Victoria|0765376474, 9780765376473|2016.|Tor,|acbk|nanew|NA|bal|2017-09-01T00:00:00.000|1
2127084|null|0788797581|1998.|Simon and Schuster Audio [producer] : Recorded Books [distributor],|accd|nanf|NA|nga|2017-09-01T00:00:00.000|2
2850292|null|5389031768, 9785389031760|2012.|"""Makhaon"","|jcbk|ccln|NA|cen|2017-09-01T00:00:00.000|1
3170881|Peete, Holly Robinson, 1964-|0545094682, 9780545094689|2016.|Scholastic Press,|acbk|nyfic|NA|glk|2017-09-01T00:00:00.000|1
1274604|Museum of Modern Art (New York, N.Y.)|0870701703|c1992.|Museum of Modern Art : Distributed by Harry N. Abrams,|acbk|canf|NA|cen|2017-09-01T00:00:00.000|1
3199176|Taylor, Mildred D.|1101997540, 9781101997543|2016.|Puffin Books,|jcbk|ncfic|NA|lcy|2017-09-01T00:00:00.000|1
2979627|Aba Matthias Desta.|null|2000.|[Multicultural Books, distributor],|acbk|caln|NA|cen|2017-09-01T00:00:00.000|1
2664280|Jaffe, Sarah, 1986-|null|p2010.|Kirtland Records,|accd|cacd|NA|cen|2017-09-01T00:00:00.000|2
3255663|null|1531700233, 9781531700232|[2017]|PBS Distribution,|jcdvd|ncdvd|Floating|hip|2017-09-01T00:00:00.000|1
2277393|Bin Ladin, Carmen|0786270675|2004.|Thorndike Press,|acbk|cs1malp|NA|cen|2017-09-01T00:00:00.000|1
