75394|4|Mr. DAN MURPHY (The Christian Science Monitor)
75394|5|MADELEINE BRAND, host
75394|6|Mr. DAN MURPHY (The Christian Science Monitor)
75394|7|MADELEINE BRAND, host
75394|8|Mr. DAN MURPHY (The Christian Science Monitor)
75394|9|Mr. DAN MURPHY (The Christian Science Monitor)
75394|10|MADELEINE BRAND, host
75394|11|Mr. DAN MURPHY (The Christian Science Monitor)
70039|35|GLEN (Caller)
70039|36|NEAL CONAN, host
70039|37|GLEN (Caller)
70039|38|NEAL CONAN, host
70039|39|GLEN (Caller)
58225|16|Mr. DAVID SAVAGE (Supreme Court Reporter, Los Angeles Times, Chicago Tribune)
58225|17|NEAL CONAN, host
58225|18|Mr. DAVID SAVAGE (Supreme Court Reporter, Los Angeles Times, Chicago Tribune)
58225|19|Mr. DAVID SAVAGE (Supreme Court Reporter, Los Angeles Times, Chicago Tribune)
58225|20|Mr. DAVID SAVAGE (Supreme Court Reporter, Los Angeles Times, Chicago Tribune)
58225|21|NEAL CONAN, host
58225|22|Mr. DAVID SAVAGE (Supreme Court Reporter, Los Angeles Times, Chicago Tribune)
58225|23|Mr. DAVID SAVAGE (Supreme Court Reporter, Los Angeles Times, Chicago Tribune)
58225|24|NEAL CONAN, host
58225|25|Mr. DAVID SAVAGE (Supreme Court Reporter, Los Angeles Times, Chicago Tribune)
58225|26|NEAL CONAN, host
58225|27|Mr. DAVID SAVAGE (Supreme Court Reporter, Los Angeles Times, Chicago Tribune)
58225|28|NEAL CONAN, host
58225|29|Mr. DAVID SAVAGE (Supreme Court Reporter, Los Angeles Times, Chicago Tribune)
58225|30|Mr. DAVID SAVAGE (Supreme Court Reporter, Los Angeles Times, Chicago Tribune)
58225|31|Mr. DAVID SAVAGE (Supreme Court Reporter, Los Angeles Times, Chicago Tribune)
58225|32|Mr. DAVID SAVAGE (Supreme Court Reporter, Los Angeles Times, Chicago Tribune)
58225|33|NEAL CONAN, host
58225|34|Mr. DAVID SAVAGE (Supreme Court Reporter, Los Angeles Times, Chicago Tribune)
58225|35|NEAL CONAN, host
58225|36|Mr. DAVID SAVAGE (Supreme Court Reporter, Los Angeles Times, Chicago Tribune)
58225|37|NEAL CONAN, host
58225|38|Mr. DAVID SAVAGE (Supreme Court Reporter, Los Angeles Times, Chicago Tribune)
58225|39|Mr. DAVID SAVAGE (Supreme Court Reporter, Los Angeles Times, Chicago Tribune)
58225|40|NEAL CONAN, host
58225|42|NEAL CONAN, host
58225|43|Mr. DAVID SAVAGE (Supreme Court Reporter, Los Angeles Times, Chicago Tribune)
58225|44|Mr. DAVID SAVAGE (Supreme Court Reporter, Los Angeles Times, Chicago Tribune)
58225|45|NEAL CONAN, host
58225|46|Mr. DAVID SAVAGE (Supreme Court Reporter, Los Angeles Times, Chicago Tribune)
58225|47|NEAL CONAN, host
58225|48|NEAL CONAN, host
58225|49|NEAL CONAN, host
58225|50|Mr. MARC MAUER (Executive Director, The Sentencing Project)
58225|51|NEAL CONAN, host
58225|52|Mr. MARC MAUER (Executive Director, The Sentencing Project)
58225|53|Mr. MARC MAUER (Executive Director, The Sentencing Project)
58225|54|Mr. MARC MAUER (Executive Director, The Sentencing Project)
58225|55|NEAL CONAN, host
58225|56|Mr. MARC MAUER (Executive Director, The Sentencing Project)
58225|57|Mr. MARC MAUER (Executive Director, The Sentencing Project)
58225|58|NEAL CONAN, host
58225|59|Mr. MARC MAUER (Executive Director, The Sentencing Project)
58225|60|NEAL CONAN, host
58225|61|Mr. MARC MAUER (Executive Director, The Sentencing Project)
58225|62|NEAL CONAN, host
58225|63|_NO_SPEAKER
58225|64|NEAL CONAN, host
58225|65|NEAL CONAN, host
58225|66|NEAL CONAN, host
58225|67|NEAL CONAN, host
58225|68|Mr. MARC MAUER (Executive Director, The Sentencing Project)
68175|55|Mr. ED CURRY (Farmer and Owner, Curry Seed and Chile Company, Pearce, Arizona)
58225|69|Mr. MARC MAUER (Executive Director, The Sentencing Project)
58225|70|NEAL CONAN, host
58225|71|Mr. STEPHEN McALLISTER (Solicitor General, Kansas)
58225|72|NEAL CONAN, host
58225|73|Mr. STEPHEN McALLISTER (Solicitor General, Kansas)
58225|74|NEAL CONAN, host
58225|75|Mr. STEPHEN McALLISTER (Solicitor General, Kansas)
58225|76|Mr. STEPHEN McALLISTER (Solicitor General, Kansas)
58225|77|NEAL CONAN, host
58225|78|Mr. STEPHEN McALLISTER (Solicitor General, Kansas)
58225|79|Mr. STEPHEN McALLISTER (Solicitor General, Kansas)
58225|80|NEAL CONAN, host
58225|81|Mr. STEPHEN McALLISTER (Solicitor General, Kansas)
58225|82|NEAL CONAN, host
58225|83|Mr. STEPHEN McALLISTER (Solicitor General, Kansas)
58225|84|NEAL CONAN, host
58225|85|Mr. STEPHEN McALLISTER (Solicitor General, Kansas)
58225|86|Mr. STEPHEN McALLISTER (Solicitor General, Kansas)
58225|87|NEAL CONAN, host
58225|88|Mr. STEPHEN McALLISTER (Solicitor General, Kansas)
58225|89|NEAL CONAN, host
58225|90|Mr. STEPHEN McALLISTER (Solicitor General, Kansas)
58225|91|Mr. STEPHEN McALLISTER (Solicitor General, Kansas)
58225|92|NEAL CONAN, host
58225|93|Mr. STEPHEN McALLISTER (Solicitor General, Kansas)
58225|94|Mr. STEPHEN McALLISTER (Solicitor General, Kansas)
58225|95|NEAL CONAN, host
68175|56|IRA FLATOW, host
58225|96|Mr. MARC MAUER (Executive Director, The Sentencing Project)
58225|97|Mr. MARC MAUER (Executive Director, The Sentencing Project)
58225|98|Mr. MARC MAUER (Executive Director, The Sentencing Project)
58225|99|Mr. MARC MAUER (Executive Director, The Sentencing Project)
58225|100|NEAL CONAN, host
58225|101|LINDA (Caller)
58225|102|NEAL CONAN, host
58225|103|LINDA (Caller)
58225|104|LINDA (Caller)
58225|105|NEAL CONAN, host
58225|106|LINDA (Caller)
58225|107|NEAL CONAN, host
58225|108|LINDA (Caller)
58225|109|NEAL CONAN, host
58225|110|LINDA (Caller)
58225|111|NEAL CONAN, host
58225|112|LINDA (Caller)
58225|113|NEAL CONAN, host
58225|114|LINDA (Caller)
58225|115|NEAL CONAN, host
58225|116|LINDA (Caller)
58225|117|NEAL CONAN, host
58225|118|LINDA (Caller)
58225|119|NEAL CONAN, host
58225|120|LINDA (Caller)
58225|121|NEAL CONAN, host
58225|122|Mr. STEPHEN McALLISTER (Solicitor General, Kansas)
58225|123|Mr. STEPHEN McALLISTER (Solicitor General, Kansas)
58225|124|Mr. STEPHEN McALLISTER (Solicitor General, Kansas)
58225|125|NEAL CONAN, host
58225|126|Solicitor General MCALLISTER
58225|127|NEAL CONAN, host
58225|128|BEVERLY (Caller)
58225|129|NEAL CONAN, host
58225|130|Mr. MARC MAUER (Executive Director, The Sentencing Project)
68175|22|Dr. JEFF SILVERTOOTH (Professor and Head, Plant Scientist Department, University of Arizona, Tucson)
68175|23|_NO_SPEAKER
68175|125|IRA FLATOW, host
58225|131|Mr. MARC MAUER (Executive Director, The Sentencing Project)
58225|132|BEVERLY (Caller)
58225|133|Mr. MARC MAUER (Executive Director, The Sentencing Project)
58225|134|BEVERLY (Caller)
58225|135|NEAL CONAN, host
58225|136|Mr. MARC MAUER (Executive Director, The Sentencing Project)
58225|137|Mr. MARC MAUER (Executive Director, The Sentencing Project)
58225|138|NEAL CONAN, host
58225|139|NEAL CONAN, host
58225|140|NEAL CONAN, host
58225|141|PAUL (Caller)
58225|142|NEAL CONAN, host
58225|143|PAUL (Caller)
58225|144|NEAL CONAN, host
58225|145|PAUL (Caller)
58225|146|PAUL (Caller)
58225|147|NEAL CONAN, host
58225|148|Solicitor General MCALLISTER
58225|149|NEAL CONAN, host
58225|150|Solicitor General MCALLISTER
58225|151|NEAL CONAN, host
58225|152|PAUL (Caller)
58225|153|NEAL CONAN, host
58225|154|PAUL (Caller)
58225|155|NEAL CONAN, host
58225|156|Solicitor General MCALLISTER
58225|157|Solicitor General MCALLISTER
58225|158|NEAL CONAN, host
58225|159|Mr. STEPHEN McALLISTER (Solicitor General, Kansas)
58225|160|NEAL CONAN, host
58225|161|Mr. STEPHEN McALLISTER (Solicitor General, Kansas)
68175|54|IRA FLATOW, host
58225|162|NEAL CONAN, host
58225|163|NEAL CONAN, host
58225|164|Mr. MARC MAUER (Executive Director, The Sentencing Project)
58225|165|Mr. STEPHEN McALLISTER (Solicitor General, Kansas)
58225|166|NEAL CONAN, host
58225|167|NEAL CONAN, host
58131|1|STEVE INSKEEP, HOST
58131|3|RACHEL MARTIN, HOST
58131|4|_NO_SPEAKER
58131|5|PRESIDENT DONALD TRUMP
58131|6|RACHEL MARTIN, HOST
58131|7|STEVE INSKEEP, HOST
58131|8|STEVE INSKEEP, HOST
58131|9|ANNA FIFIELD
58131|10|STEVE INSKEEP, HOST
58131|11|ANNA FIFIELD
58131|12|STEVE INSKEEP, HOST
58131|13|ANNA FIFIELD
58131|14|RACHEL MARTIN, HOST
58131|15|ANNA FIFIELD
58131|16|STEVE INSKEEP, HOST
58131|17|ANNA FIFIELD
58131|18|STEVE INSKEEP, HOST
58131|19|ANNA FIFIELD
58131|20|STEVE INSKEEP, HOST
58131|21|RACHEL MARTIN, HOST
58131|22|STEVE INSKEEP, HOST
58131|23|SCOTT HORSLEY, BYLINE
58131|24|STEVE INSKEEP, HOST
70039|40|NEAL CONAN, host
68175|24|Dr. JEFF SILVERTOOTH (Professor and Head, Plant Scientist Department, University of Arizona, Tucson)
68175|25|Dr. JEFF SILVERTOOTH (Professor and Head, Plant Scientist Department, University of Arizona, Tucson)
68175|26|Dr. JEFF SILVERTOOTH (Professor and Head, Plant Scientist Department, University of Arizona, Tucson)
68175|27|IRA FLATOW, host
68175|28|Dr. JEFF SILVERTOOTH (Professor and Head, Plant Scientist Department, University of Arizona, Tucson)
68175|29|IRA FLATOW, host
68175|30|Dr. JEFF SILVERTOOTH (Professor and Head, Plant Scientist Department, University of Arizona, Tucson)
68175|31|IRA FLATOW, host
68175|32|Dr. JEFF SILVERTOOTH (Professor and Head, Plant Scientist Department, University of Arizona, Tucson)
68175|33|Dr. JEFF SILVERTOOTH (Professor and Head, Plant Scientist Department, University of Arizona, Tucson)
68175|34|IRA FLATOW, host
68175|35|Mr. SILVERTOOT
68175|36|IRA FLATOW, host
68175|37|"Dr. GARY NABHAN (Researcher Social Scientist, University of Arizona; Author, ""Why Some Like it Hot:  Food, Genes, and Cultural Diversity"")"
68175|38|"Dr. GARY NABHAN (Researcher Social Scientist, University of Arizona; Author, ""Why Some Like it Hot:  Food, Genes, and Cultural Diversity"")"
68175|39|"Dr. GARY NABHAN (Researcher Social Scientist, University of Arizona; Author, ""Why Some Like it Hot:  Food, Genes, and Cultural Diversity"")"
68175|40|IRA FLATOW, host
68175|41|"Dr. GARY NABHAN (Researcher Social Scientist, University of Arizona; Author, ""Why Some Like it Hot:  Food, Genes, and Cultural Diversity"")"
68175|42|IRA FLATOW, host
68175|43|"Dr. GARY NABHAN (Researcher Social Scientist, University of Arizona; Author, ""Why Some Like it Hot:  Food, Genes, and Cultural Diversity"")"
68175|44|IRA FLATOW, host
68175|45|"Dr. GARY NABHAN (Researcher Social Scientist, University of Arizona; Author, ""Why Some Like it Hot:  Food, Genes, and Cultural Diversity"")"
68175|46|IRA FLATOW, host
68175|47|_NO_SPEAKER
68175|48|IRA FLATOW, host
68175|49|Mr. ED CURRY (Farmer and Owner, Curry Seed and Chile Company, Pearce, Arizona)
68175|50|IRA FLATOW, host
68175|51|Mr. ED CURRY (Farmer and Owner, Curry Seed and Chile Company, Pearce, Arizona)
68175|52|IRA FLATOW, host
68175|53|Mr. ED CURRY (Farmer and Owner, Curry Seed and Chile Company, Pearce, Arizona)
68175|57|Mr. ED CURRY (Farmer and Owner, Curry Seed and Chile Company, Pearce, Arizona)
68175|58|IRA FLATOW, host
68175|59|Mr. ED CURRY (Farmer and Owner, Curry Seed and Chile Company, Pearce, Arizona)
68175|60|IRA FLATOW, host
68175|61|Mr. ED CURRY (Farmer and Owner, Curry Seed and Chile Company, Pearce, Arizona)
68175|62|IRA FLATOW, host
68175|63|Mr. ED CURRY (Farmer and Owner, Curry Seed and Chile Company, Pearce, Arizona)
68175|64|IRA FLATOW, host
68175|65|Mr. ED CURRY (Farmer and Owner, Curry Seed and Chile Company, Pearce, Arizona)
68175|66|IRA FLATOW, host
68175|67|Mr. ED CURRY (Farmer and Owner, Curry Seed and Chile Company, Pearce, Arizona)
68175|68|IRA FLATOW, host
68175|69|Mr. ED CURRY (Farmer and Owner, Curry Seed and Chile Company, Pearce, Arizona)
68175|70|IRA FLATOW, host
68175|71|Mr. ED CURRY (Farmer and Owner, Curry Seed and Chile Company, Pearce, Arizona)
68175|72|IRA FLATOW, host
68175|73|_NO_SPEAKER
68175|74|IRA FLATOW, host
68175|75|Ms. JEAN ENGLAND NEUBAUER (Owner, Santa Cruz Chili and Spice Company)
68175|76|IRA FLATOW, host
68175|77|Ms. JEAN ENGLAND NEUBAUER (Owner, Santa Cruz Chili and Spice Company)
68175|78|IRA FLATOW, host
68175|79|Ms. JEAN ENGLAND NEUBAUER (Owner, Santa Cruz Chili and Spice Company)
68175|80|IRA FLATOW, host
68175|81|Ms. JEAN ENGLAND NEUBAUER (Owner, Santa Cruz Chili and Spice Company)
68175|82|IRA FLATOW, host
68175|83|Ms. JEAN ENGLAND NEUBAUER (Owner, Santa Cruz Chili and Spice Company)
68175|84|Dr. JEFF SILVERTOOTH (Professor and Head, Plant Scientist Department, University of Arizona, Tucson)
68175|85|Ms. JEAN ENGLAND NEUBAUER (Owner, Santa Cruz Chili and Spice Company)
68175|86|IRA FLATOW, host
68175|87|Ms. JEAN ENGLAND NEUBAUER (Owner, Santa Cruz Chili and Spice Company)
68175|88|IRA FLATOW, host
68175|89|Ms. JEAN ENGLAND NEUBAUER (Owner, Santa Cruz Chili and Spice Company)
68175|90|IRA FLATOW, host
68175|91|Ms. JEAN ENGLAND NEUBAUER (Owner, Santa Cruz Chili and Spice Company)
68175|92|IRA FLATOW, host
68175|93|Ms. JEAN ENGLAND NEUBAUER (Owner, Santa Cruz Chili and Spice Company)
68175|94|IRA FLATOW, host
68175|95|Ms. JEAN ENGLAND NEUBAUER (Owner, Santa Cruz Chili and Spice Company)
68175|96|IRA FLATOW, host
68175|97|Ms. JEAN ENGLAND NEUBAUER (Owner, Santa Cruz Chili and Spice Company)
68175|98|IRA FLATOW, host
68175|99|Ms. JEAN ENGLAND NEUBAUER (Owner, Santa Cruz Chili and Spice Company)
68175|100|IRA FLATOW, host
68175|101|Ms. JEAN ENGLAND NEUBAUER (Owner, Santa Cruz Chili and Spice Company)
68175|102|IRA FLATOW, host
68175|103|Mr. ED CURRY (Farmer and Owner, Curry Seed and Chile Company, Pearce, Arizona)
68175|104|"Dr. GARY NABHAN (Researcher Social Scientist, University of Arizona; Author, ""Why Some Like it Hot:  Food, Genes, and Cultural Diversity"")"
68175|105|IRA FLATOW, host
68175|106|"Dr. GARY NABHAN (Researcher Social Scientist, University of Arizona; Author, ""Why Some Like it Hot:  Food, Genes, and Cultural Diversity"")"
68175|107|Mr. ED CURRY (Farmer and Owner, Curry Seed and Chile Company, Pearce, Arizona)
68175|108|"Dr. GARY NABHAN (Researcher Social Scientist, University of Arizona; Author, ""Why Some Like it Hot:  Food, Genes, and Cultural Diversity"")"
68175|109|IRA FLATOW, host
68175|110|"Dr. GARY NABHAN (Researcher Social Scientist, University of Arizona; Author, ""Why Some Like it Hot:  Food, Genes, and Cultural Diversity"")"
68175|111|IRA FLATOW, host
68175|112|"Dr. GARY NABHAN (Researcher Social Scientist, University of Arizona; Author, ""Why Some Like it Hot:  Food, Genes, and Cultural Diversity"")"
68175|113|IRA FLATOW, host
68175|114|PATRICIO (Caller)
68175|115|IRA FLATOW, host
68175|116|PATRICIO (Caller)
68175|117|IRA FLATOW, host
68175|118|Dr. JEFF SILVERTOOTH (Professor and Head, Plant Scientist Department, University of Arizona, Tucson)
68175|119|IRA FLATOW, host
68175|120|Mr. ED CURRY (Farmer and Owner, Curry Seed and Chile Company, Pearce, Arizona)
68175|121|IRA FLATOW, host
68175|122|"Dr. GARY NABHAN (Researcher Social Scientist, University of Arizona; Author, ""Why Some Like it Hot:  Food, Genes, and Cultural Diversity"")"
68175|123|IRA FLATOW, host
68175|124|Mr. ED CURRY (Farmer and Owner, Curry Seed and Chile Company, Pearce, Arizona)
68175|126|Mr. ED CURRY (Farmer and Owner, Curry Seed and Chile Company, Pearce, Arizona)
68175|127|IRA FLATOW, host
68175|128|Mr. ED CURRY (Farmer and Owner, Curry Seed and Chile Company, Pearce, Arizona)
68175|129|Mr. ED CURRY (Farmer and Owner, Curry Seed and Chile Company, Pearce, Arizona)
68175|130|IRA FLATOW, host
68175|131|Mr. ED CURRY (Farmer and Owner, Curry Seed and Chile Company, Pearce, Arizona)
68175|132|IRA FLATOW, host
68175|133|Dr. JEFF SILVERTOOTH (Professor and Head, Plant Scientist Department, University of Arizona, Tucson)
68175|134|IRA FLATOW, host
68175|135|Dr. JEFF SILVERTOOTH (Professor and Head, Plant Scientist Department, University of Arizona, Tucson)
68175|136|IRA FLATOW, host
68175|137|Unidentified Man (Audience)
68175|138|IRA FLATOW, host
68175|139|"Dr. GARY NABHAN (Researcher Social Scientist, University of Arizona; Author, ""Why Some Like it Hot:  Food, Genes, and Cultural Diversity"")"
68175|140|IRA FLATOW, host
68175|141|Unidentified Man (Audience)
68175|142|IRA FLATOW, host
68175|143|Unidentified Man (Audience)
68175|144|_NO_SPEAKER
68175|145|IRA FLATOW, host
68175|146|"Dr. GARY NABHAN (Researcher Social Scientist, University of Arizona; Author, ""Why Some Like it Hot:  Food, Genes, and Cultural Diversity"")"
68175|147|"Dr. GARY NABHAN (Researcher Social Scientist, University of Arizona; Author, ""Why Some Like it Hot:  Food, Genes, and Cultural Diversity"")"
68175|148|IRA FLATOW, host
68175|149|MATTHEW (Audience)
68175|150|_NO_SPEAKER
68175|151|IRA FLATOW, host
68175|152|MATTHEW (Audience)
68175|153|IRA FLATOW, host
68175|154|Dr. JEFF SILVERTOOTH (Professor and Head, Plant Scientist Department, University of Arizona, Tucson)
68175|155|Dr. JEFF SILVERTOOTH (Professor and Head, Plant Scientist Department, University of Arizona, Tucson)
68175|156|IRA FLATOW, host
68175|157|Dr. JEFF SILVERTOOTH (Professor and Head, Plant Scientist Department, University of Arizona, Tucson)
68175|158|IRA FLATOW, host
68175|159|Mr. ED CURRY (Farmer and Owner, Curry Seed and Chile Company, Pearce, Arizona)
68175|160|_NO_SPEAKER
68175|161|IRA FLATOW, host
68175|162|Mr. ED CURRY (Farmer and Owner, Curry Seed and Chile Company, Pearce, Arizona)
68175|163|IRA FLATOW, host
68175|164|Mr. ED CURRY (Farmer and Owner, Curry Seed and Chile Company, Pearce, Arizona)
68175|165|_NO_SPEAKER
68175|166|"Dr. GARY NABHAN (Researcher Social Scientist, University of Arizona; Author, ""Why Some Like it Hot:  Food, Genes, and Cultural Diversity"")"
68175|167|IRA FLATOW, host
